window_size,horizon,sell_threshold,classifier,n_estimators,max_depth,min_precision,threshold,met_precision_req,accuracy,precision,recall,f1,roc_auc,pr_auc,true_positives,false_positives,total_samples,sell_samples,sell_pct
30,6,0.03,xgboost,200,10,0.45,0.13605394959449768,False,0.3313216574020095,0.1868182953567761,0.8445071747824041,0.3059546096308943,0.5594812032245677,0.20367069428430115,53850,234398,1826832,325559,17.820960000700666
30,6,0.03,xgboost,200,10,0.5,0.13605394959449768,False,0.3313216574020095,0.1868182953567761,0.8445071747824041,0.3059546096308943,0.5594812032245677,0.20367069428430115,53850,234398,1826832,325559,17.820960000700666
30,6,0.03,xgboost,100,10,0.45,0.14462387561798096,False,0.33821062110152256,0.18794412017317838,0.8407747196738022,0.3072144862758581,0.5620342667211379,0.20550930159435746,53612,231643,1826832,325559,17.820960000700666
30,6,0.03,xgboost,100,10,0.5,0.14462387561798096,False,0.33821062110152256,0.18794412017317838,0.8407747196738022,0.3072144862758581,0.5620342667211379,0.20550930159435746,53612,231643,1826832,325559,17.820960000700666
15,6,0.03,random_forest,100,5,0.45,0.48359873389599073,False,0.32353283698910984,0.18472138454146775,0.8375434530706837,0.3026851371044741,0.5437089337300662,0.19479564664349774,54210,239259,1846162,330255,17.888733491427082
15,6,0.03,random_forest,100,5,0.5,0.48359873389599073,False,0.32353283698910984,0.18472138454146775,0.8375434530706837,0.3026851371044741,0.5437089337300662,0.19479564664349774,54210,239259,1846162,330255,17.888733491427082
30,6,0.03,xgboost,100,5,0.45,0.15694324672222137,False,0.3514603125076977,0.18972374502848544,0.8303928487414726,0.3088769304808155,0.5648780464357759,0.20715168089973895,52950,226140,1826832,325559,17.820960000700666
30,6,0.03,xgboost,100,5,0.5,0.15694324672222137,False,0.3514603125076977,0.18972374502848544,0.8303928487414726,0.3088769304808155,0.5648780464357759,0.20715168089973895,52950,226140,1826832,325559,17.820960000700666
20,6,0.03,xgboost,200,5,0.45,0.158397376537323,False,0.3546244431942644,0.18959246613458564,0.8180916822878743,0.307842531436,0.5605055546834502,0.20515936516300487,52807,225722,1839733,329417,17.905696098292523
20,6,0.03,xgboost,200,5,0.5,0.158397376537323,False,0.3546244431942644,0.18959246613458564,0.8180916822878743,0.307842531436,0.5605055546834502,0.20515936516300487,52807,225722,1839733,329417,17.905696098292523
30,6,0.015,random_forest,100,15,0.45,0.5792830783096198,True,0.7126013022522559,0.4503441494591937,0.00436585482102855,0.008647872963123807,0.552417067919339,0.32164379537736293,458,559,1826832,538684,29.48733107368384
30,12,0.015,xgboost,100,5,0.45,0.4331809878349304,True,0.6705203261378285,0.4512771996215705,0.003965812534295549,0.007862529360860428,0.5561632944367041,0.3671995603511661,477,580,1826832,616358,33.739172512852846
20,12,0.015,random_forest,100,10,0.45,0.5632152578072936,True,0.6685609612253939,0.4500978473581213,0.003775133360689372,0.007487466631942183,0.5479646657402817,0.3624622187428357,460,562,1839733,624545,33.94758913385801
30,6,0.015,random_forest,200,15,0.45,0.5792128157851875,True,0.7126450938371555,0.4501758499413834,0.003660454697106906,0.007261861986800053,0.553821044766658,0.32252568194598713,384,469,1826832,538684,29.48733107368384
30,12,0.015,xgboost,100,15,0.45,0.6229482293128967,True,0.6705668546967843,0.4503464203233256,0.0032424882355875555,0.006438618503599023,0.5472555729153951,0.3615562669551492,390,476,1826832,616358,33.739172512852846
30,12,0.015,xgboost,200,15,0.45,0.6740646362304688,True,0.6705860135151779,0.4517704517704518,0.0030762067876087063,0.006110803735848122,0.5439668973750628,0.3595923417147433,370,449,1826832,616358,33.739172512852846
20,12,0.015,random_forest,200,10,0.45,0.5633028224297297,True,0.6686506480552906,0.45092460881934565,0.002601559294214198,0.005173271972126346,0.5479986893752102,0.3625954422758733,317,386,1839733,624545,33.94758913385801
30,12,0.015,xgboost,200,10,0.45,0.5983419418334961,True,0.670684544581202,0.4543524416135881,0.0017792114933736843,0.0035445428119487534,0.5523529661048812,0.3650969376579904,214,257,1826832,616358,33.739172512852846
15,12,0.015,random_forest,200,5,0.45,0.5469777244092839,True,0.6685886689434585,0.4501108647450111,0.0016595407241483612,0.003306889080749996,0.5384111743845492,0.35765189782841084,203,248,1846162,627091,33.96727914451711
20,9,0.015,random_forest,200,10,0.45,0.5685139354901103,True,0.6847915596539719,0.4507042253521127,0.001656057547999793,0.0032999896875322266,0.5471747107487072,0.3458259700529533,192,234,1839733,594146,32.29522979693249
30,9,0.015,xgboost,200,15,0.45,0.68177330493927,True,0.6863099294681786,0.4502487562189055,0.001579792619488182,0.0031485379303146798,0.5430572596689571,0.34278095936321357,181,221,1826832,587045,32.13459146763359
20,9,0.015,random_forest,100,10,0.45,0.5697956774298318,True,0.6848078663503168,0.45454545454545453,0.0015525539512498058,0.0030945381401825778,0.5468250590274016,0.345426421310451,180,216,1839733,594146,32.29522979693249
20,12,0.015,random_forest,200,5,0.45,0.5476041827821655,True,0.6687376171024632,0.45219638242894056,0.001436192039392696,0.0028632901658254047,0.5412921468497158,0.35905998270231526,175,212,1839733,624545,33.94758913385801
15,9,0.015,xgboost,100,10,0.45,0.5063201189041138,True,0.6848981537403211,0.4503105590062112,0.0012466255136956857,0.0024863678452621833,0.5406208203682171,0.3410274681630727,145,177,1846162,596128,32.2901240519521
30,6,0.015,random_forest,200,5,0.45,0.5432362172108939,True,0.7128120492545851,0.45652173913043476,0.0012010866974882036,0.0023958699765166715,0.5444856046968995,0.314531524841959,126,150,1826832,538684,29.48733107368384
30,9,0.015,random_forest,200,10,0.45,0.5672765027876975,True,0.6863591950011906,0.4618055555555556,0.0011608420905631393,0.0023158627894828486,0.5510474630833848,0.3469489468339842,133,155,1826832,587045,32.13459146763359
30,6,0.015,xgboost,200,15,0.45,0.6721081733703613,True,0.7128093122805289,0.4528301886792453,0.0011438920928459081,0.002282019587334791,0.5406578825198413,0.31366615354691585,120,145,1826832,538684,29.48733107368384
30,12,0.015,xgboost,200,15,0.5,0.7278060913085938,True,0.6708022344656195,0.5,0.0011140857014582883,0.0022232176928309523,0.5439668973750628,0.3595923417147433,134,134,1826832,616358,33.739172512852846
30,6,0.015,xgboost,200,10,0.45,0.5786421895027161,True,0.7128147862286414,0.4541832669322709,0.0010866974882036127,0.0021682072349651946,0.5524231527869712,0.3220474991494414,114,137,1826832,538684,29.48733107368384
30,12,0.025,random_forest,200,5,0.45,0.5478323027357348,True,0.7391526875716745,0.4523809523809524,0.0009970089730807576,0.0019896329650767055,0.5481285477815527,0.28878460527953825,95,115,1826832,489397,26.78938183697242
30,6,0.015,random_forest,100,5,0.45,0.5436331933770403,True,0.7128175232026975,0.45,0.0009437109765978742,0.0018834720570749107,0.5447231666776993,0.3146759202429493,99,121,1826832,538684,29.48733107368384
30,12,0.02,random_forest,100,5,0.45,0.5466290140529483,True,0.7065525895880033,0.4541284403669725,0.0009235419232060898,0.0018433351332228574,0.5461419691660921,0.3219161969479112,99,119,1826832,550114,30.11300437040735
30,6,0.015,xgboost,100,15,0.45,0.64438796043396,True,0.7128202601767538,0.45023696682464454,0.0009055812401696774,0.0018075269226378477,0.5437125725528325,0.3157921749098674,95,116,1826832,538684,29.48733107368384
30,9,0.02,xgboost,200,15,0.45,0.6848949193954468,True,0.7263053313517641,0.4536082474226804,0.0008801672317740371,0.001756925380583978,0.5414101454403887,0.2998422146645421,88,106,1826832,512809,28.07094467362078
30,6,0.015,xgboost,200,5,0.45,0.4638515114784241,True,0.71282299715081,0.45098039215686275,0.0008769839378485296,0.00175056370053944,0.5571699270412178,0.3252065803398175,92,112,1826832,538684,29.48733107368384
30,12,0.02,random_forest,200,10,0.45,0.5680006061054168,True,0.7065525895880033,0.4519230769230769,0.0008768983917310347,0.0017504003575285836,0.5535050655432003,0.3259424345250893,94,114,1826832,550114,30.11300437040735
30,6,0.015,xgboost,200,15,0.5,0.6921998262405396,True,0.7128777366319344,0.5,0.0008293217673132835,0.0016558969917871316,0.5406578825198413,0.31366615354691585,87,87,1826832,538684,29.48733107368384
30,12,0.015,random_forest,100,15,0.45,0.5897057967248718,True,0.6707611798547761,0.463768115942029,0.0007981509502984752,0.001593559364236212,0.552578889401265,0.3631083253194748,96,111,1826832,616358,33.739172512852846
30,6,0.02,random_forest,200,15,0.45,0.6027247613233486,True,0.7576053666587295,0.4533333333333333,0.0007679363967972535,0.0015332754597007859,0.5563034923071672,0.27670689169964857,68,82,1826832,455341,24.92517100641986
30,12,0.02,random_forest,200,15,0.45,0.5864599192624439,True,0.706560800510172,0.4530386740331492,0.0007649539161909026,0.0015273289438147834,0.5554162980259292,0.32742287837303824,82,99,1826832,550114,30.11300437040735
30,9,0.015,random_forest,100,10,0.45,0.5703968374813255,True,0.6863674059233592,0.45077720207253885,0.00075934783367664,0.0015161416808260359,0.5507869856027996,0.34688442735074226,87,106,1826832,587045,32.13459146763359
30,9,0.015,random_forest,100,5,0.45,0.5459501401150733,True,0.686375616845528,0.4574468085106383,0.0007506196976573683,0.0014987800627396305,0.5433126833605907,0.3413956004500182,86,102,1826832,587045,32.13459146763359
10,12,0.015,xgboost,200,5,0.45,0.45572617650032043,True,0.6685937921727395,0.4504950495049505,0.0007412475766906146,0.0014800598529698783,0.5362583805457608,0.35591997604509584,91,111,1852497,629336,33.97230872708566
20,9,0.015,random_forest,200,10,0.5,0.5717477625079015,True,0.68490842431111,0.5031055900621118,0.0006986492780624127,0.0013953608558213248,0.5471747107487072,0.3458259700529533,81,80,1839733,594146,32.29522979693249
20,12,0.02,random_forest,200,15,0.45,0.5820037268711791,True,0.704631373540211,0.45121951219512196,0.0006809983067069131,0.0013599441320248467,0.5512413151427491,0.3268519938172584,74,90,1839733,557719,30.31521421858498
15,12,0.015,random_forest,200,15,0.45,0.578013831365966,True,0.6686672101356055,0.45604395604395603,0.0006785314290852905,0.0013550467327864168,0.5452173779004528,0.36133994321135626,83,99,1846162,627091,33.96727914451711
30,6,0.02,random_forest,200,15,0.5,0.6053932598595739,True,0.7576436842955165,0.5,0.0006775909383505178,0.0013533478442296631,0.5563034923071672,0.27670689169964857,60,60,1826832,455341,24.92517100641986
30,12,0.015,random_forest,200,15,0.45,0.585691138622014,True,0.6707611798547761,0.4576271186440678,0.0006734398643143385,0.0013449005852808104,0.5534544297588367,0.36403914315205427,81,96,1826832,616358,33.739172512852846
30,12,0.02,random_forest,100,10,0.45,0.5711742146126483,True,0.7065690114323406,0.45569620253164556,0.0006716668532407926,0.0013413566331948506,0.5532889789332878,0.3261073910229055,72,86,1826832,550114,30.11300437040735
30,6,0.015,random_forest,100,5,0.5,0.5445686275020577,True,0.7128832105800469,0.5073529411764706,0.0006577379533863972,0.0013137727173199037,0.5447231666776993,0.3146759202429493,69,67,1826832,538684,29.48733107368384
15,12,0.015,random_forest,200,10,0.45,0.5672630380616112,True,0.6686645018186348,0.4502923976608187,0.000629480964332137,0.0012572044345029144,0.5436232040573502,0.36070570274598873,77,94,1846162,627091,33.96727914451711
15,9,0.015,xgboost,100,5,0.45,0.43780070543289185,True,0.6849414868118505,0.4506172839506173,0.0006276114655157591,0.0012534771111645318,0.5441018458767231,0.34421662335680936,73,89,1846162,596128,32.2901240519521
30,12,0.025,xgboost,200,15,0.45,0.6986196637153625,True,0.7391800573122367,0.4596774193548387,0.0005982053838484546,0.001194855831210892,0.5472648811847225,0.2901099619836029,57,67,1826832,489397,26.78938183697242
30,6,0.015,xgboost,200,5,0.5,0.4820854663848877,True,0.7128777366319344,0.5,0.0005910109146370526,0.001180626303211494,0.5571699270412178,0.3252065803398175,62,62,1826832,538684,29.48733107368384
20,12,0.015,random_forest,200,15,0.45,0.5795882908572437,True,0.6687974083223942,0.45161290322580644,0.0005744768157570784,0.0011474939551657719,0.5492761565409815,0.36333663423214174,70,85,1839733,624545,33.94758913385801
15,6,0.015,random_forest,200,15,0.45,0.5801704104808879,True,0.7118215327449063,0.45112781954887216,0.0005639521768554027,0.0011264961276695612,0.541392158524821,0.3144192541077471,60,73,1846162,546205,29.585973495283728
30,6,0.015,xgboost,100,5,0.45,0.44237521290779114,True,0.7128421559692035,0.45038167938931295,0.0005624136123159049,0.0011234243497467535,0.5558000784504591,0.32433069898114425,59,72,1826832,538684,29.48733107368384
15,9,0.015,random_forest,100,10,0.45,0.5717543403238351,True,0.6849469034457917,0.4507042253521127,0.0005502347094932682,0.0010991275674933022,0.5411244138702598,0.3421188483388721,64,78,1846162,596128,32.2901240519521
30,9,0.02,random_forest,200,15,0.45,0.5911130982171848,True,0.7263272271442139,0.4583333333333333,0.0005501045198587732,0.0010988901209778123,0.5553393422956446,0.3082844350418288,55,65,1826832,512809,28.07094467362078
30,9,0.015,xgboost,100,15,0.45,0.6848233342170715,True,0.6863810907936404,0.45,0.0005498725692141186,0.0010984029569705,0.5455313603630724,0.3451749480866152,63,77,1826832,587045,32.13459146763359
10,12,0.015,xgboost,100,5,0.45,0.4406990706920624,True,0.6686126855600539,0.4557823129251701,0.0005457537103106723,0.0010902020128058056,0.5363259963313584,0.35638418667144306,67,80,1852497,629336,33.97230872708566
20,9,0.015,random_forest,100,15,0.45,0.588735397567324,True,0.6848758109184203,0.45985401459854014,0.000543393882937432,0.0010855050613827267,0.5484280204077854,0.3465465247222845,63,74,1839733,594146,32.29522979693249
15,12,0.015,random_forest,200,5,0.5,0.5477660918997599,True,0.6687105432071347,0.5,0.0005150298799081122,0.0010289998285000286,0.5384111743845492,0.35765189782841084,63,63,1846162,627091,33.96727914451711
15,6,0.015,random_forest,100,15,0.45,0.5861601662332729,True,0.7118296576958181,0.45614035087719296,0.0004887585532746823,0.0009764708091562917,0.5399585412876902,0.31343378667381777,52,62,1846162,546205,29.585973495283728
20,12,0.025,xgboost,200,5,0.45,0.447940468788147,True,0.7373072752325742,0.4563106796116505,0.0004863008029136661,0.0009715661853624252,0.5561323997492968,0.2962474687102985,47,56,1839733,496389,26.981578305112752
30,6,0.015,random_forest,200,5,0.5,0.5451308654021862,True,0.7128859475541032,0.5151515151515151,0.000486154139459511,0.0009713915660355796,0.5444856046968995,0.314531524841959,51,48,1826832,538684,29.48733107368384
30,6,0.02,random_forest,100,5,0.45,0.5478906419279386,True,0.7576190515290105,0.45263157894736844,0.00048560683915120444,0.0009701728261360047,0.5480470723965508,0.2696539713274219,43,52,1826832,455341,24.92517100641986
30,12,0.025,random_forest,200,5,0.5,0.5486430852918728,True,0.7392101640268552,0.5054945054945055,0.00048276223959699846,0.0009646032544875021,0.5481285477815527,0.28878460527953825,46,45,1826832,489397,26.78938183697242
30,12,0.015,random_forest,100,15,0.5,0.5938673388136755,True,0.6708131823618444,0.5178571428571429,0.0004822161991386621,0.0009635351773403107,0.552578889401265,0.3631083253194748,58,54,1826832,616358,33.739172512852846
10,12,0.015,random_forest,200,5,0.45,0.5344437933859879,True,0.6686126855600539,0.45038167938931295,0.0004805890881840249,0.0009601536245799327,0.5312115272708341,0.3524001636380991,59,72,1852497,629336,33.97230872708566
10,6,0.015,random_forest,100,15,0.45,0.5723826525876897,True,0.7115627530364372,0.45132743362831856,0.0004772822984418137,0.0009535562037244783,0.5324111893404517,0.3086637828464869,51,62,1852497,548533,29.6104663057484
30,9,0.015,random_forest,200,15,0.45,0.5908435513639301,True,0.686389301715809,0.45217391304347826,0.00045386307300212967,0.0009068159425218203,0.5531837002927973,0.3485631109628985,52,63,1826832,587045,32.13459146763359
20,12,0.015,random_forest,100,5,0.45,0.5483335391125407,True,0.6688055616705667,0.45,0.0004431678292983176,0.0008854636385996556,0.5411381311793934,0.3588847784665427,54,66,1839733,624545,33.94758913385801
20,12,0.015,random_forest,200,5,0.5,0.5484297449955802,True,0.6688381750632564,0.5,0.00043496101764464506,0.0008691659286955951,0.5412921468497158,0.35905998270231526,53,53,1839733,624545,33.94758913385801
20,9,0.02,xgboost,200,15,0.45,0.6822344064712524,True,0.7249060326623128,0.4536082474226804,0.0004347353548527334,0.0008686382121846251,0.536010021583113,0.2966816631887358,44,53,1839733,519163,28.219475326039156
15,6,0.015,random_forest,100,15,0.5,0.5882885876569232,True,0.711856740865524,0.5,0.00043236333558914204,0.0008639795650050712,0.5399585412876902,0.31343378667381777,46,46,1846162,546205,29.585973495283728
20,12,0.025,xgboost,100,5,0.45,0.41303399205207825,True,0.737320864146195,0.47674418604651164,0.0004242198493502194,0.0008476854053383505,0.5548342653493756,0.29501683775974225,41,45,1839733,496389,26.981578305112752
20,12,0.02,random_forest,100,15,0.45,0.5888663237089374,True,0.70465039801928,0.45544554455445546,0.0004233232717367297,0.0008458603411023766,0.5501919037307791,0.3262353741898318,46,55,1839733,557719,30.31521421858498
20,9,0.025,xgboost,100,10,0.45,0.5116945505142212,True,0.7598458473638866,0.4625,0.00041875099028950406,0.0008367443858974649,0.5512579528991283,0.2701771314088928,37,43,1839733,453265,24.63754251296248
15,12,0.015,random_forest,100,5,0.45,0.5483802314917045,True,0.6686861683543995,0.45871559633027525,0.00040875387294294615,0.0008167799268165185,0.5382446799312701,0.35748344217996475,50,59,1846162,627091,33.96727914451711
30,9,0.015,xgboost,100,5,0.45,0.46210506558418274,True,0.6863920386898653,0.45,0.0003927661208672276,0.0007848472164085392,0.5564902258480637,0.3516201147558473,45,55,1826832,587045,32.13459146763359
15,12,0.015,xgboost,100,5,0.45,0.446467787027359,True,0.668683460037429,0.4519230769230769,0.0003842286405663694,0.0007678044875721858,0.5460370945826627,0.361828049641957,47,57,1846162,627091,33.96727914451711
20,9,0.025,xgboost,100,10,0.5,0.5251972675323486,True,0.7598648718429556,0.5076923076923077,0.000373480612960909,0.000746412132589937,0.5512579528991283,0.2701771314088928,33,32,1839733,453265,24.63754251296248
15,9,0.015,random_forest,100,15,0.45,0.5925207811132133,True,0.6849658616645857,0.46236559139784944,0.0003696889454407896,0.0007387871863375914,0.5420082952973485,0.3432723269429218,43,50,1846162,596128,32.2901240519521
20,9,0.015,random_forest,100,10,0.5,0.574652911375311,True,0.6849057065283859,0.5,0.00035363728889578914,0.0007067746940182727,0.5468250590274016,0.345426421310451,41,41,1839733,594146,32.29522979693249
20,12,0.015,xgboost,100,5,0.45,0.4735780954360962,True,0.6688191505841874,0.46236559139784944,0.00035289290110791956,0.0007052475336837702,0.5507131039597333,0.3643811426783854,43,50,1839733,624545,33.94758913385801
30,6,0.015,random_forest,200,15,0.5,0.6082069120039751,True,0.7128832105800469,0.5138888888888888,0.0003527000619608217,0.0007049163150023339,0.553821044766658,0.32252568194598713,37,35,1826832,538684,29.48733107368384
15,9,0.015,xgboost,100,15,0.45,0.6709446310997009,True,0.6849604450306446,0.45054945054945056,0.00035249411076912495,0.0007044370946265194,0.5334785123387353,0.3365220716335563,41,50,1846162,596128,32.2901240519521
20,12,0.025,xgboost,100,5,0.5,0.4205358326435089,True,0.7373317352770915,0.5,0.00035179207019286484,0.0007030894577939534,0.5548342653493756,0.29501683775974225,34,34,1839733,496389,26.981578305112752
15,12,0.015,xgboost,100,15,0.45,0.66790372133255,True,0.6686861683543995,0.45161290322580644,0.00034335325327207477,0.0006861848124428179,0.532193522708894,0.3511349505877919,42,51,1846162,627091,33.96727914451711
10,12,0.015,random_forest,100,5,0.45,0.5358530109698504,True,0.6686234817813765,0.45161290322580644,0.00034211426616489907,0.0006837105950724,0.5313055413320802,0.3523728310346903,42,51,1852497,629336,33.97230872708566
20,12,0.02,random_forest,200,5,0.45,0.5514979650741896,True,0.7046531158020041,0.45121951219512196,0.00034049915335345653,0.000680484799440899,0.5435688729926359,0.32281041473382716,37,45,1839733,557719,30.31521421858498
30,9,0.02,random_forest,100,15,0.45,0.5991829384134684,True,0.726340912014495,0.4657534246575342,0.0003400646122763325,0.0006796329981809823,0.5540461153777946,0.3070686650952346,34,39,1826832,512809,28.07094467362078
10,12,0.015,random_forest,200,5,0.5,0.5346713242522926,True,0.6686666666666666,0.5466666666666666,0.00033396868839906813,0.0006675295707459235,0.5312115272708341,0.3524001636380991,41,34,1852497,629336,33.97230872708566
30,6,0.025,random_forest,100,15,0.45,0.6196779357186919,True,0.7946284147172569,0.45454545454545453,0.00033319561248017486,0.0006659030977812109,0.5574578292109668,0.2369085971072362,25,30,1826832,384467,21.045558650165972
30,9,0.03,random_forest,200,15,0.45,0.6019817565326783,True,0.7916670087884237,0.5208333333333334,0.0003284287966368891,0.0006564436508770087,0.5595950380454138,0.23974652935739527,25,23,1826832,390516,21.37667831524738
30,9,0.03,random_forest,200,15,0.5,0.6019817565326782,True,0.7916670087884237,0.5208333333333334,0.0003284287966368891,0.0006564436508770087,0.5595950380454138,0.23974652935739527,25,23,1826832,390516,21.37667831524738
15,9,0.02,random_forest,100,5,0.45,0.5519510416815726,True,0.7249758282710376,0.4583333333333333,0.000324988674637096,0.0006495167988662979,0.5379756512114822,0.298097951131598,33,39,1846162,520900,28.215292049126784
10,12,0.02,random_forest,200,5,0.45,0.5379322912738459,True,0.7045101214574899,0.4605263157894737,0.00031971353667114265,0.0006389834685848342,0.5320333160178259,0.3156937341112009,35,41,1852497,561956,30.335055873234886
15,12,0.015,random_forest,100,10,0.45,0.5697025006266129,True,0.6686888766713701,0.45348837209302323,0.000318828020895498,0.0006372080484278117,0.5436120549482294,0.36052839290405675,39,47,1846162,627091,33.96727914451711
10,12,0.015,random_forest,100,5,0.5,0.5359322749674764,True,0.6686531713900135,0.5131578947368421,0.0003176775328674063,0.0006349619836863614,0.5313055413320802,0.3523728310346903,39,37,1852497,629336,33.97230872708566
15,9,0.025,xgboost,100,5,0.45,0.403918594121933,True,0.7598941589727896,0.4666666666666667,0.0003158452809330972,0.0006312633157105657,0.5493020276019575,0.26853582552451466,28,32,1846162,454794,24.634566197332628
15,6,0.025,xgboost,100,15,0.45,0.5847308039665222,True,0.7937860375426898,0.4528301886792453,0.00031522538615109805,0.0006300122064865006,0.5338065000490541,0.22421750322962022,24,29,1846162,389946,21.121981711247443
30,6,0.015,random_forest,100,15,0.5,0.6163064601483427,True,0.7128914215022156,0.5409836065573771,0.00031457032553262475,0.0006287750319150964,0.552417067919339,0.32164379537736293,33,28,1826832,538684,29.48733107368384
20,12,0.03,xgboost,100,15,0.45,0.6256507635116577,True,0.766039674192207,0.45,0.00031366535391907436,0.0006268937415108139,0.5423805281335048,0.2564001770063025,27,33,1839733,441791,24.013865055418368
30,9,0.02,random_forest,200,15,0.5,0.5969157379015779,True,0.7263545968847761,0.5,0.0003100589111931267,0.0006197335145887268,0.5553393422956446,0.3082844350418288,31,31,1826832,512809,28.07094467362078
30,12,0.02,random_forest,200,15,0.5,0.5922569738724579,True,0.7066073290691277,0.5,0.00030784730773536327,0.0006153157688650221,0.5554162980259292,0.32742287837303824,33,33,1826832,550114,30.11300437040735
30,12,0.015,random_forest,200,15,0.5,0.5911378706084589,True,0.6708049714396758,0.5068493150684932,0.00030762067876087063,0.0006148681772482156,0.5534544297588367,0.36403914315205427,37,36,1826832,616358,33.739172512852846
30,6,0.025,random_forest,100,15,0.5,0.620914058715432,True,0.7946420995875381,0.5,0.0003065399634817609,0.0006127042902619976,0.5574578292109668,0.2369085971072362,23,23,1826832,384467,21.045558650165972
30,6,0.02,random_forest,100,10,0.45,0.5907703577301234,True,0.7576299994252355,0.4576271186440678,0.000304915922257733,0.0006094257854821235,0.555037516159437,0.2754358023769852,27,32,1826832,455341,24.92517100641986
15,6,0.025,xgboost,100,10,0.45,0.5004826784133911,True,0.7937860375426898,0.45098039215686275,0.00030209099506146896,0.0006037775473505979,0.5456446531719489,0.23055170801061609,23,28,1846162,389946,21.121981711247443
20,9,0.015,xgboost,100,15,0.45,0.6726944446563721,True,0.6848948353974893,0.47297297297297297,0.0003018854905207956,0.0006033858566355205,0.5398299422989814,0.3403840780125411,35,39,1839733,594146,32.29522979693249
20,6,0.015,random_forest,200,10,0.45,0.5768446165508254,True,0.7116106395758085,0.463768115942029,0.0003015823649712083,0.0006027727546714888,0.548134411406784,0.3172980513335481,32,37,1839733,544756,29.6106011035297
20,6,0.02,xgboost,100,10,0.45,0.5285594463348389,True,0.7565247168749847,0.47368421052631576,0.0003013964703124477,0.0006024096385542169,0.5514273830655335,0.2738780653659042,27,30,1839733,460574,25.034828423472323
20,6,0.02,random_forest,200,15,0.45,0.5889014868382362,True,0.7565192813095364,0.4576271186440678,0.0003013964703124477,0.0006023961982106602,0.5521687401291089,0.27230925445542886,27,32,1839733,460574,25.034828423472323
30,9,0.015,random_forest,100,10,0.5,0.5754764486226692,True,0.6864248823785399,0.5151515151515151,0.00029675662465523863,0.0005931715487011288,0.5507869856027996,0.34688442735074226,34,32,1826832,587045,32.13459146763359
20,9,0.015,xgboost,200,15,0.45,0.7283593416213989,True,0.684889399832041,0.4594594594594595,0.00029326019079163,0.0005861462607316485,0.5378008934256652,0.3391631212070437,34,40,1839733,594146,32.29522979693249
15,6,0.015,random_forest,100,10,0.45,0.5734520483174904,True,0.7118459075976415,0.4696969696969697,0.0002913752913752914,0.0005823892990662984,0.5395651341100424,0.31280434349045194,31,35,1846162,546205,29.585973495283728
20,12,0.025,xgboost,200,5,0.5,0.47678884863853455,True,0.7373426064079881,0.5384615384615384,0.0002897111166294181,0.0005791106514994829,0.5561323997492968,0.2962474687102985,28,24,1839733,496389,26.981578305112752
30,12,0.02,random_forest,200,5,0.45,0.547203788326747,True,0.7065963811729029,0.4696969696969697,0.00028918989514534123,0.0005780239040853237,0.5460364015703045,0.32186561121534213,31,35,1826832,550114,30.11300437040735
20,9,0.015,xgboost,100,10,0.45,0.5880346894264221,True,0.6848866820493169,0.4520547945205479,0.0002846348910624644,0.0005689115687305514,0.5476984838536652,0.34600372729043516,33,40,1839733,594146,32.29522979693249
30,12,0.015,xgboost,100,10,0.45,0.62564617395401,True,0.6707858126212821,0.4594594594594595,0.0002826784615640433,0.0005650093060356288,0.5548843349252729,0.3661466518211201,34,40,1826832,616358,33.739172512852846
30,6,0.02,random_forest,100,5,0.5,0.5488050204969521,True,0.7576436842955165,0.5,0.0002823295576460491,0.0005643404553098793,0.5480470723965508,0.2696539713274219,25,25,1826832,455341,24.92517100641986
30,9,0.015,random_forest,200,10,0.5,0.5741660119637239,True,0.6864194084304275,0.5,0.0002793003526166952,0.000558288844691022,0.5510474630833848,0.3469489468339842,32,32,1826832,587045,32.13459146763359
15,6,0.02,xgboost,200,10,0.45,0.5695481300354004,True,0.7567308447511463,0.45454545454545453,0.00027834064441425993,0.0005563406139775015,0.5400906495136769,0.26628438130580134,25,30,1846162,461752,25.01145619940179
20,9,0.015,xgboost,100,15,0.5,0.6808774471282959,True,0.6849111420938342,0.5161290322580645,0.0002760095913332988,0.0005517241379310345,0.5398299422989814,0.3403840780125411,32,30,1839733,594146,32.29522979693249
15,9,0.02,xgboost,100,5,0.45,0.430564820766449,True,0.7249785365880081,0.45901639344262296,0.0002757479663587481,0.0005511648278102025,0.5458798837656035,0.3033839684098166,28,33,1846162,520900,28.215292049126784
30,12,0.025,random_forest,100,10,0.45,0.5785022888740994,True,0.7391992161306303,0.4727272727272727,0.00027286561368526,0.0005454164044472415,0.5554016527955353,0.29279960176547504,26,29,1826832,489397,26.78938183697242
10,6,0.015,random_forest,100,15,0.5,0.5804622874960996,True,0.7116032388663968,0.5370370370370371,0.0002713958167610313,0.0005425174681270988,0.5324111893404517,0.3086637828464869,29,25,1852497,548533,29.6104663057484
10,6,0.015,random_forest,200,15,0.45,0.5756031447320833,True,0.7115762483130904,0.453125,0.0002713958167610313,0.0005424667271485891,0.5334763581406848,0.30913528289560394,29,35,1852497,548533,29.6104663057484
15,9,0.025,xgboost,200,5,0.5,0.4401191771030426,True,0.7599077005576425,0.5106382978723404,0.00027072452651408333,0.0005411621457079077,0.5496961257288678,0.26896591512023293,24,23,1846162,454794,24.634566197332628
