window_size,horizon,sell_threshold,classifier,n_estimators,max_depth,min_precision,threshold,met_precision_req,accuracy,precision,recall,f1,roc_auc,pr_auc,true_positives,false_positives,total_samples,sell_samples,sell_pct
10,6,0.02,xgboost,100,10,0.45,0.1879468411207199,False,0.2669014844804318,0.24725663618175028,0.9836051035904713,0.3951749922619061,0.5335753716363048,0.26218438005741823,88732,270134,1852497,463746,25.03356280738916
10,9,0.03,xgboost,100,15,0.45,0.11240927875041962,False,0.23309311740890687,0.21253086643152036,0.9835987425273139,0.349535855319636,0.529616828956679,0.22371705038412723,76343,282866,1852497,398143,21.49223453533258
10,9,0.03,xgboost,100,15,0.5,0.11240927875041962,False,0.23309311740890687,0.21253086643152036,0.9835987425273139,0.349535855319636,0.529616828956679,0.22371705038412723,76343,282866,1852497,398143,21.49223453533258
10,12,0.03,random_forest,200,5,0.45,0.47127615090425806,False,0.2572199730094467,0.23755918230936335,0.9834209555432577,0.38267727839639654,0.5349757399157916,0.2529329503973265,85298,273762,1852497,445120,24.028109087356146
10,12,0.03,random_forest,200,5,0.5,0.47127615090425806,False,0.2572199730094467,0.23755918230936335,0.9834209555432577,0.38267727839639654,0.5349757399157916,0.2529329503973265,85298,273762,1852497,445120,24.028109087356146
20,12,0.025,xgboost,200,15,0.5,0.10164377838373184,False,0.2865249614754299,0.26697404688250714,0.9831450211075242,0.41991872882872733,0.5387685438112673,0.2857719159780107,95019,260892,1839733,496389,26.981578305112752
20,12,0.025,xgboost,200,15,0.45,0.10164377838373184,False,0.2865249614754299,0.26697404688250714,0.9831450211075242,0.41991872882872733,0.5387685438112673,0.2857719159780107,95019,260892,1839733,496389,26.981578305112752
10,9,0.025,random_forest,100,5,0.45,0.4747816873193726,False,0.2633009446693657,0.2436465474001003,0.9828906100700339,0.39049433138983114,0.5315689842592156,0.25617107421541513,87435,271425,1852497,456265,24.629729494838585
10,9,0.025,random_forest,100,5,0.5,0.4747816873193726,False,0.2633009446693657,0.2436465474001003,0.9828906100700339,0.39049433138983114,0.5315689842592156,0.25617107421541513,87435,271425,1852497,456265,24.629729494838585
10,9,0.025,random_forest,100,10,0.45,0.45910863190178963,False,0.2654197031039136,0.24414639119396023,0.9826208167991277,0.3911146707712133,0.5362465047982619,0.25899147391011096,87411,270616,1852497,456265,24.629729494838585
10,9,0.025,random_forest,100,10,0.5,0.45910863190178974,False,0.2654197031039136,0.24414639119396023,0.9826208167991277,0.3911146707712133,0.5362465047982619,0.25899147391011096,87411,270616,1852497,456265,24.629729494838585
10,6,0.025,xgboost,100,10,0.5,0.15416164696216583,False,0.23202699055330633,0.2096567583633578,0.9824882622967972,0.34557088379923734,0.5357960277238838,0.2242664704278289,75124,283195,1852497,391649,21.141680661291222
10,6,0.025,xgboost,100,10,0.45,0.15416164696216583,False,0.23202699055330633,0.2096567583633578,0.9824882622967972,0.34557088379923734,0.5357960277238838,0.2242664704278289,75124,283195,1852497,391649,21.141680661291222
10,6,0.03,random_forest,100,5,0.5,0.4725538020953221,False,0.2015033738191633,0.17812799803663462,0.9823738406878201,0.3015734740370882,0.5324654923689779,0.189493747487108,63871,294697,1852497,331689,17.904968267155088
10,6,0.03,random_forest,100,5,0.45,0.47255380209532205,False,0.2015033738191633,0.17812799803663462,0.9823738406878201,0.3015734740370882,0.5324654923689779,0.189493747487108,63871,294697,1852497,331689,17.904968267155088
30,9,0.015,xgboost,200,10,0.5,0.2023298740386963,False,0.3388921276415221,0.3196659612844584,0.9822644276088398,0.4823552859135884,0.5517108402249391,0.34834510720764755,112540,239515,1826832,587045,32.13459146763359
30,9,0.015,xgboost,200,10,0.45,0.2023298740386963,False,0.3388921276415221,0.3196659612844584,0.9822644276088398,0.4823552859135884,0.5517108402249391,0.34834510720764755,112540,239515,1826832,587045,32.13459146763359
10,6,0.02,random_forest,200,10,0.5,0.4630024388978305,False,0.2683967611336032,0.24745708747842504,0.9821751227677334,0.3953152711007997,0.53406748273781,0.26250474405833285,88603,269451,1852497,463746,25.03356280738916
10,6,0.02,random_forest,200,10,0.45,0.4630024388978305,False,0.2683967611336032,0.24745708747842504,0.9821751227677334,0.3953152711007997,0.53406748273781,0.26250474405833285,88603,269451,1852497,463746,25.03356280738916
30,9,0.02,xgboost,100,15,0.5,0.12852613627910614,False,0.29864766111882024,0.278439734813899,0.9821266040547704,0.43387335161132823,0.5450666434577774,0.30177323191568184,98194,254464,1826832,512809,28.07094467362078
30,12,0.015,random_forest,200,5,0.5,0.4659811601974067,False,0.3529355415240019,0.3352063432602859,0.9820416036182843,0.49980958506469875,0.5428655041615241,0.3571565526969444,118118,234256,1826832,616358,33.739172512852846
30,12,0.015,xgboost,100,10,0.5,0.2338048666715622,False,0.35473647045299656,0.33581851889764675,0.9819085784599012,0.500472495667024,0.5548843349252729,0.3661466518211201,118102,233582,1826832,616358,33.739172512852846
10,6,0.02,random_forest,200,15,0.45,0.44386164583636323,False,0.2699379217273954,0.2477182592438139,0.9811220361153297,0.3955629446887626,0.5351144473781234,0.2633165980671286,88508,268785,1852497,463746,25.03356280738916
10,6,0.02,random_forest,200,15,0.5,0.4438616458363633,False,0.2699379217273954,0.2477182592438139,0.9811220361153297,0.3955629446887626,0.5351144473781234,0.2633165980671286,88508,268785,1852497,463746,25.03356280738916
10,6,0.025,random_forest,100,15,0.5,0.4332060451118604,False,0.23437516869095817,0.2098699742076772,0.98009494788329,0.3457118737112094,0.5349279109279046,0.22413640647259767,74941,282142,1852497,391649,21.141680661291222
10,6,0.025,random_forest,100,15,0.45,0.4332060451118604,False,0.23437516869095817,0.2098699742076772,0.98009494788329,0.3457118737112094,0.5349279109279046,0.22413640647259767,74941,282142,1852497,391649,21.141680661291222
15,9,0.025,random_forest,200,5,0.45,0.4637307927181359,False,0.26683963784385467,0.2440963476070529,0.9794362161735344,0.3907976136627037,0.5413148722454848,0.2631004898058452,86828,268884,1846162,454794,24.634566197332628
15,9,0.025,random_forest,200,5,0.5,0.4637307927181358,False,0.26683963784385467,0.2440963476070529,0.9794362161735344,0.3907976136627037,0.5413148722454848,0.2631004898058452,86828,268884,1846162,454794,24.634566197332628
10,6,0.02,xgboost,100,5,0.45,0.21292643249034882,False,0.2714871794871795,0.24788787721488797,0.9793262462449147,0.39563283968419594,0.5382135366248153,0.26548721000838166,88346,268049,1852497,463746,25.03356280738916
10,6,0.02,xgboost,100,5,0.5,0.21292643249034882,False,0.2714871794871795,0.24788787721488797,0.9793262462449147,0.39563283968419594,0.5382135366248153,0.26548721000838166,88346,268049,1852497,463746,25.03356280738916
20,6,0.025,xgboost,100,15,0.45,0.10080097615718842,False,0.23655309052662477,0.21023152978164555,0.9792706536197338,0.3461508023332138,0.5404258421130594,0.22741524779046213,74357,279334,1839733,388950,21.141654794472895
20,6,0.025,xgboost,100,15,0.5,0.10080097615718842,False,0.23655309052662477,0.21023152978164555,0.9792706536197338,0.3461508023332138,0.5404258421130594,0.22741524779046213,74357,279334,1839733,388950,21.141654794472895
15,6,0.02,xgboost,200,5,0.45,0.2000962197780609,False,0.2736348051230524,0.24823149491607716,0.9790576499142711,0.39604838854960456,0.547234964167889,0.27131896825135865,87937,266317,1846162,461752,25.01145619940179
15,6,0.02,xgboost,200,5,0.5,0.2000962197780609,False,0.2736348051230524,0.24823149491607716,0.9790576499142711,0.39604838854960456,0.547234964167889,0.27131896825135865,87937,266317,1846162,461752,25.01145619940179
