window_size,horizon,buy_threshold,classifier,n_estimators,max_depth,min_precision,threshold,met_precision_req,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
30,6,0.02,random_forest,100,10,0.5,0.6507852158165711,True,0.757344088610643,0.5,0.010171173406102704,0.019936785801118406,0.6322384973870654,0.3311536192974348,0.5,123,123,249177,65666,26.353154584893467
30,4,0.02,random_forest,100,10,0.5,0.7103846587005529,True,0.8012280279316157,0.6666666666666666,0.0004037141703673799,0.0008069396812588259,0.6534119635974548,0.2922495796220527,0.6666666666666666,4,2,249177,54423,21.84110090417655
30,2,0.02,random_forest,100,10,0.5,0.7535158873674704,True,0.8722409503170399,0.5,0.00031411967959792684,0.0006278449223041908,0.6961653209077149,0.22870167237996913,0.5,2,2,249177,35947,14.426291351127912
