window_size,horizon,buy_threshold,classifier,n_estimators,max_depth,min_precision,threshold,met_precision_req,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
30,12,0.01,xgboost,200,,0.5,0.8298423886299133,True,0.5887511931665211,0.5,0.03850579273131249,0.07150488119358998,0.5436320968503194,0.44681586485970204,0.5,3882,3882,1225726,509588,41.574381223862424
30,12,0.01,random_forest,200,,0.5,0.5468670808934233,True,0.5887511931665211,0.5,0.03826773528011427,0.07109423948697158,0.5424767392156081,0.4458443531548971,0.5,3858,3858,1225726,509588,41.574381223862424
20,12,0.01,random_forest,200,,0.5,0.5481361928918036,True,0.5904892691344822,0.5,0.0354927738374336,0.06628058411150212,0.5347656098494069,0.4390297892934258,0.5,3588,3588,1234287,510983,41.39904252414552
30,12,0.01,xgboost,100,,0.5,0.8253262042999268,True,0.5887511931665211,0.5,0.034329868274877,0.06424845458426924,0.544610029584627,0.44652713188668364,0.5,3461,3461,1225726,509588,41.574381223862424
30,12,0.01,xgboost,200,5.0,0.5,0.8284081220626831,True,0.5887511931665211,0.5,0.034210839549277894,0.0640399576656702,0.5437991876951298,0.44621102321387424,0.5,3449,3449,1225726,509588,41.574381223862424
30,12,0.01,xgboost,100,5.0,0.5,0.8246883749961853,True,0.5887552723683029,0.5000821422704124,0.030193620060307888,0.056948822764562264,0.5439969083210126,0.44619130102011534,0.5000821422704124,3044,3043,1225726,509588,41.574381223862424
20,12,0.01,random_forest,100,,0.5,0.561796483382152,True,0.5904892691344822,0.5,0.02959709568606503,0.055886061172075646,0.5314722095847603,0.43596850140176024,0.5,2992,2992,1234287,510983,41.39904252414552
20,12,0.01,xgboost,200,,0.5,0.8285157084465027,True,0.5904933200463425,0.5000842743974381,0.029349793750185475,0.05544550754970848,0.537952690046507,0.44054379903208896,0.5000842743974381,2967,2966,1234287,510983,41.39904252414552
20,12,0.01,xgboost,100,5.0,0.5,0.8223230838775635,True,0.5904973709582026,0.5001734906315058,0.028518859245630176,0.05396097515324505,0.5402792777227962,0.44182188622414376,0.5001734906315058,2883,2881,1234287,510983,41.39904252414552
30,12,0.01,random_forest,200,10.0,0.5,0.5521817839536766,True,0.5887593515700847,0.5001906941266209,0.0260176956038724,0.049462568357533473,0.5421330473097716,0.4453490609849688,0.5001906941266209,2623,2621,1225726,509588,41.574381223862424
