window_size,horizon,take_profit,stop_loss,classifier,n_estimators,max_depth,min_precision,threshold,met_constraints,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
21,6,0.01,0.008,random_forest,200,12,0.4,0.0013742222755815244,True,0.42544564712606725,0.42544564712606725,1.0,0.5969300169162333,0.5469350838494361,0.46420761293516777,0.42544564712606725,23819,32167,279929,117047,41.81310260816136
21,6,0.01,0.008,xgboost,200,12,0.4,0.0009293689508922398,True,0.42544564712606725,0.42544564712606725,1.0,0.5969300169162333,0.5486458386639868,0.4679780907404544,0.42544564712606725,23819,32167,279929,117047,41.81310260816136
21,6,0.01,0.008,random_forest,200,12,0.35,0.0013742222755815244,True,0.42544564712606725,0.42544564712606725,1.0,0.5969300169162333,0.5469350838494361,0.46420761293516777,0.42544564712606725,23819,32167,279929,117047,41.81310260816136
21,6,0.01,0.008,random_forest,200,8,0.4,0.007365858911924845,True,0.42544564712606725,0.42544564712606725,1.0,0.5969300169162333,0.5395755527817663,0.4565777854471901,0.42544564712606725,23819,32167,279929,117047,41.81310260816136
21,6,0.01,0.008,random_forest,200,8,0.35,0.007365858911924844,True,0.42544564712606725,0.42544564712606725,1.0,0.5969300169162333,0.5395755527817663,0.4565777854471901,0.42544564712606725,23819,32167,279929,117047,41.81310260816136
21,6,0.01,0.008,xgboost,200,8,0.4,0.004247093107551336,True,0.42544564712606725,0.42544564712606725,1.0,0.5969300169162333,0.5509176473575684,0.4691943485999822,0.42544564712606725,23819,32167,279929,117047,41.81310260816136
21,6,0.01,0.008,xgboost,200,12,0.35,0.0009293689508922398,True,0.42544564712606725,0.42544564712606725,1.0,0.5969300169162333,0.5486458386639868,0.4679780907404544,0.42544564712606725,23819,32167,279929,117047,41.81310260816136
21,6,0.01,0.008,xgboost,200,8,0.35,0.004247093107551336,True,0.42544564712606725,0.42544564712606725,1.0,0.5969300169162333,0.5509176473575684,0.4691943485999822,0.42544564712606725,23819,32167,279929,117047,41.81310260816136
21,6,0.008,0.005,random_forest,200,8,0.35,0.009330462747758284,True,0.39208016289786735,0.39208016289786735,1.0,0.5633011278340198,0.5383494456853388,0.42431423646437944,0.39208016289786735,21951,34035,279929,106738,38.130383061419145
21,6,0.008,0.005,xgboost,200,12,0.35,0.0010783785255625844,True,0.39208016289786735,0.39208016289786735,1.0,0.5633011278340198,0.545136694368429,0.43401582368332614,0.39208016289786735,21951,34035,279929,106738,38.130383061419145
21,6,0.008,0.005,xgboost,200,8,0.35,0.0033725982066243887,True,0.39208016289786735,0.39208016289786735,1.0,0.5633011278340198,0.5481788079392635,0.43582764136953533,0.39208016289786735,21951,34035,279929,106738,38.130383061419145
21,6,0.008,0.005,random_forest,200,12,0.35,0.004920165897743734,True,0.39208016289786735,0.39208016289786735,1.0,0.5633011278340198,0.5441924233975539,0.4301173683379222,0.39208016289786735,21951,34035,279929,106738,38.130383061419145
21,6,0.008,0.005,xgboost,200,8,0.4,0.5814498066902161,True,0.4284285357053549,0.4000039803371346,0.9156302674137853,0.5567744258843735,0.5481788079392635,0.43582764136953533,0.4000039803371346,20099,30148,279929,106738,38.130383061419145
21,6,0.008,0.005,xgboost,200,12,0.4,0.3795156478881836,True,0.43030400457257173,0.4,0.9060179490683796,0.5549803965341631,0.545136694368429,0.43401582368332614,0.4,19888,29832,279929,106738,38.130383061419145
21,6,0.008,0.005,random_forest,200,12,0.4,0.4359074389678117,True,0.43105419211945845,0.4,0.9021912441346636,0.5542603657939296,0.5441924233975539,0.4301173683379222,0.4,19804,29706,279929,106738,38.130383061419145
21,6,0.008,0.005,random_forest,200,8,0.4,0.4472168846086231,True,0.4325545672132319,0.4000040739835411,0.8945833902783472,0.552820123024084,0.5383494456853388,0.42431423646437944,0.4000040739835411,19637,29455,279929,106738,38.130383061419145
21,6,0.01,0.005,random_forest,200,8,0.35,0.007996620958410498,True,0.3626263708784339,0.3626263708784339,1.0,0.5322462248322147,0.5351260270443156,0.39036489159545534,0.3626263708784339,20302,35684,279929,98572,35.213214779461936
21,6,0.01,0.005,xgboost,200,8,0.35,0.0027067300397902727,True,0.3626263708784339,0.3626263708784339,1.0,0.5322462248322147,0.5478571228855227,0.4056760415594349,0.3626263708784339,20302,35684,279929,98572,35.213214779461936
21,6,0.01,0.005,xgboost,200,12,0.35,0.00048717096797190607,True,0.3626263708784339,0.3626263708784339,1.0,0.5322462248322147,0.5413082803329626,0.4002809106746774,0.3626263708784339,20302,35684,279929,98572,35.213214779461936
21,6,0.01,0.005,random_forest,200,12,0.35,0.0009293519221579996,True,0.3626263708784339,0.3626263708784339,1.0,0.5322462248322147,0.5415353415637747,0.39805731157193835,0.3626263708784339,20302,35684,279929,98572,35.213214779461936
21,6,0.01,0.005,xgboost,200,8,0.4,0.7194874882698059,True,0.5558711106348015,0.4,0.4495123633139592,0.42331331029524316,0.5478571228855227,0.4056760415594349,0.4,9126,13689,279929,98572,35.213214779461936
21,6,0.01,0.005,random_forest,200,12,0.4,0.5144504503619499,True,0.5678205265602115,0.4,0.38360752635208356,0.3916323041335613,0.5415353415637747,0.39805731157193835,0.4,7788,11682,279929,98572,35.213214779461936
21,6,0.01,0.005,xgboost,200,12,0.4,0.6642587184906006,True,0.5760725895759654,0.4,0.338094768988277,0.3664513373551866,0.5413082803329626,0.4002809106746774,0.4,6864,10296,279929,98572,35.213214779461936
