window_size,horizon,buy_threshold,classifier,n_estimators,max_depth,min_precision,threshold,met_precision_req,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
20,20,0.002,xgboost,200,10,0.02,0.026853948831558228,True,0.5057487159225602,0.5057291872456439,1.0,0.6717399005471221,0.5309061463412728,0.5322809634590908,0.5057291872456439,25599,25019,253097,127692,50.45180306364754
20,20,0.002,xgboost,200,10,0.01,0.026853948831558228,True,0.5057487159225602,0.5057291872456439,1.0,0.6717399005471221,0.5309061463412728,0.5322809634590908,0.5057291872456439,25599,25019,253097,127692,50.45180306364754
20,20,0.002,xgboost,200,10,0.005,0.026853948831558228,True,0.5057487159225602,0.5057291872456439,1.0,0.6717399005471221,0.5309061463412728,0.5322809634590908,0.5057291872456439,25599,25019,253097,127692,50.45180306364754
20,20,0.002,xgboost,200,10,0.001,0.026853948831558228,True,0.5057487159225602,0.5057291872456439,1.0,0.6717399005471221,0.5309061463412728,0.5322809634590908,0.5057291872456439,25599,25019,253097,127692,50.45180306364754
20,20,0.002,random_forest,200,10,0.001,0.05879025438077048,True,0.5057092058474911,0.5057092058474911,1.0,0.6717222739736811,0.5297556786937044,0.5337109750910207,0.5057092058474911,25599,25021,253097,127692,50.45180306364754
20,20,0.002,random_forest,200,10,0.005,0.058790254380770485,True,0.5057092058474911,0.5057092058474911,1.0,0.6717222739736811,0.5297556786937044,0.5337109750910207,0.5057092058474911,25599,25021,253097,127692,50.45180306364754
20,20,0.002,random_forest,200,10,0.02,0.058790254380770485,True,0.5057092058474911,0.5057092058474911,1.0,0.6717222739736811,0.5297556786937044,0.5337109750910207,0.5057092058474911,25599,25021,253097,127692,50.45180306364754
20,20,0.002,random_forest,200,10,0.01,0.058790254380770485,True,0.5057092058474911,0.5057092058474911,1.0,0.6717222739736811,0.5297556786937044,0.5337109750910207,0.5057092058474911,25599,25021,253097,127692,50.45180306364754
30,20,0.002,random_forest,200,10,0.02,0.13344752683375935,True,0.5047555983626294,0.5046267488307674,0.9999204518335852,0.6707487893704727,0.5504404392623077,0.5477735369982791,0.5046267488307674,25140,24679,249177,125623,50.41516672887144
30,20,0.002,random_forest,200,10,0.01,0.13344752683375935,True,0.5047555983626294,0.5046267488307674,0.9999204518335852,0.6707487893704727,0.5504404392623077,0.5477735369982791,0.5046267488307674,25140,24679,249177,125623,50.41516672887144
30,20,0.002,random_forest,200,10,0.005,0.13344752683375935,True,0.5047555983626294,0.5046267488307674,0.9999204518335852,0.6707487893704727,0.5504404392623077,0.5477735369982791,0.5046267488307674,25140,24679,249177,125623,50.41516672887144
30,20,0.002,random_forest,200,10,0.001,0.13344752683375935,True,0.5047555983626294,0.5046267488307674,0.9999204518335852,0.6707487893704727,0.5504404392623077,0.5477735369982791,0.5046267488307674,25140,24679,249177,125623,50.41516672887144
30,20,0.002,xgboost,200,10,0.01,0.014012300409376621,True,0.5044947427562405,0.5044947427562405,1.0,0.670650057350156,0.5414452228665227,0.5375871633212309,0.5044947427562405,25142,24694,249177,125623,50.41516672887144
30,20,0.002,xgboost,200,10,0.005,0.014012300409376621,True,0.5044947427562405,0.5044947427562405,1.0,0.670650057350156,0.5414452228665227,0.5375871633212309,0.5044947427562405,25142,24694,249177,125623,50.41516672887144
30,20,0.002,xgboost,200,10,0.001,0.014012300409376621,True,0.5044947427562405,0.5044947427562405,1.0,0.670650057350156,0.5414452228665227,0.5375871633212309,0.5044947427562405,25142,24694,249177,125623,50.41516672887144
30,20,0.002,xgboost,200,10,0.02,0.014012300409376621,True,0.5044947427562405,0.5044947427562405,1.0,0.670650057350156,0.5414452228665227,0.5375871633212309,0.5044947427562405,25142,24694,249177,125623,50.41516672887144
10,20,0.002,random_forest,200,10,0.02,0.22361454012394016,True,0.5012479039113988,0.5012381788047188,1.0,0.6677663623020873,0.5196361399884311,0.5247390557702807,0.5012381788047188,25706,25579,256429,128522,50.11991623412329
10,20,0.002,random_forest,200,10,0.001,0.2236145401239402,True,0.5012479039113988,0.5012381788047188,1.0,0.6677663623020873,0.5196361399884311,0.5247390557702807,0.5012381788047188,25706,25579,256429,128522,50.11991623412329
10,20,0.002,random_forest,200,10,0.005,0.22361454012394014,True,0.5012479039113988,0.5012381788047188,1.0,0.6677663623020873,0.5196361399884311,0.5247390557702807,0.5012381788047188,25706,25579,256429,128522,50.11991623412329
10,20,0.002,random_forest,200,10,0.01,0.22361454012394016,True,0.5012479039113988,0.5012381788047188,1.0,0.6677663623020873,0.5196361399884311,0.5247390557702807,0.5012381788047188,25706,25579,256429,128522,50.11991623412329
10,20,0.002,xgboost,200,10,0.02,0.014025198295712471,True,0.5012479039113988,0.5012381788047188,1.0,0.6677663623020873,0.517391547605701,0.5196625735150481,0.5012381788047188,25706,25579,256429,128522,50.11991623412329
10,20,0.002,xgboost,200,10,0.01,0.014025198295712471,True,0.5012479039113988,0.5012381788047188,1.0,0.6677663623020873,0.517391547605701,0.5196625735150481,0.5012381788047188,25706,25579,256429,128522,50.11991623412329
10,20,0.002,xgboost,200,10,0.005,0.014025198295712471,True,0.5012479039113988,0.5012381788047188,1.0,0.6677663623020873,0.517391547605701,0.5196625735150481,0.5012381788047188,25706,25579,256429,128522,50.11991623412329
10,20,0.002,xgboost,200,10,0.001,0.014025198295712471,True,0.5012479039113988,0.5012381788047188,1.0,0.6677663623020873,0.517391547605701,0.5196625735150481,0.5012381788047188,25706,25579,256429,128522,50.11991623412329
30,10,0.002,random_forest,200,10,0.001,0.17148570922969728,True,0.49526446745324665,0.4951427080406246,0.9999594649371707,0.6623261558288138,0.547284538970921,0.5388717061873066,0.4951427080406246,24669,25153,249177,123447,49.541891908161666
30,10,0.002,random_forest,200,10,0.02,0.17148570922969728,True,0.49526446745324665,0.4951427080406246,0.9999594649371707,0.6623261558288138,0.547284538970921,0.5388717061873066,0.4951427080406246,24669,25153,249177,123447,49.541891908161666
