window_size,horizon,take_profit,stop_loss,classifier,n_estimators,max_depth,min_precision,min_recall,threshold,met_constraints,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
30,9,0.015,0.008,xgboost,200,12,0.48,0.05,0.7948104739189148,True,0.642144800985922,0.4800251651462724,0.09035573871441428,0.15208443376952133,0.579885545908699,0.42100841098860226,0.4800251651462724,7630,8265,1188735,427784,35.98648984004004
30,9,0.01,0.005,xgboost,200,12,0.48,0.05,0.7948358654975891,True,0.6500355419837054,0.4800208737140301,0.0778908149563913,0.13403274320625305,0.5801860875589067,0.41251437714998174,0.4800208737140301,6439,6975,1188735,420475,35.371634552696776
30,9,0.008,0.005,random_forest,200,12,0.48,0.05,0.5507910026496434,True,0.6260688883561096,0.4800252755739662,0.0774011683195218,0.13330733609553985,0.5770192323473977,0.4295817281126014,0.4800252755739662,6837,7406,1188735,450137,37.86689211640946
30,9,0.01,0.005,xgboost,200,8,0.48,0.05,0.7924118638038635,True,0.6500860158067189,0.48004569687738,0.07624566029975685,0.13159075962712818,0.584025328026641,0.41408779804968276,0.48004569687738,6303,6827,1188735,420475,35.371634552696776
21,9,0.01,0.005,xgboost,200,12,0.48,0.05,0.7959328889846802,True,0.6505579004555142,0.48007261325191847,0.0699825584892043,0.1221575996808533,0.5765074089614959,0.4102715495721104,0.48007261325191847,5818,6301,1196448,422750,35.33375458022413
30,9,0.015,0.008,xgboost,200,8,0.48,0.05,0.798420786857605,True,0.6430154744329055,0.48007819772854216,0.061070058263464545,0.10835627088017145,0.5791774089208032,0.4165207074424409,0.48007819772854216,5157,5585,1188735,427784,35.98648984004004
21,9,0.015,0.008,xgboost,200,12,0.48,0.05,0.8047193884849548,True,0.6432320615153161,0.4802075326671791,0.05882837604020763,0.10481613136619586,0.5764456246347149,0.4147734377027446,0.4802075326671791,4998,5410,1196448,430187,35.95534448634625
21,9,0.01,0.005,xgboost,200,8,0.48,0.05,0.7958148717880249,True,0.6510844581888086,0.48012028065486134,0.05185541588981776,0.09360140695225481,0.5797966651906232,0.408808181298828,0.48012028065486134,4311,4668,1196448,422750,35.33375458022413
21,9,0.008,0.005,random_forest,200,12,0.48,0.05,0.5528222626488195,True,0.6272347360942789,0.48003434950622587,0.050345052742972296,0.09113232731830084,0.5760524094091075,0.4268822453183957,0.48003434950622587,4472,4844,1196448,452568,37.82596485597368
21,9,0.015,0.008,xgboost,200,8,0.48,0.05,0.7998890280723572,False,0.6435454887375152,0.48004736530491415,0.04771713414705917,0.08680570425249454,0.576044595674484,0.41215385582281316,0.48004736530491415,4054,4391,1196448,430187,35.95534448634625
30,9,0.01,0.005,random_forest,200,12,0.48,0.05,0.544120204186859,False,0.6513688921416464,0.4803939122649955,0.03245551429228108,0.06080315460272855,0.5698928219675685,0.3991347628481231,0.4803939122649955,2683,2902,1188735,420475,35.371634552696776
30,9,0.015,0.008,random_forest,200,12,0.48,0.05,0.5459218396579059,False,0.643991301677834,0.4800081599347205,0.027864620340107053,0.05267163611129765,0.5691093513008768,0.40621025558303653,0.4800081599347205,2353,2549,1188735,427784,35.98648984004004
21,9,0.015,0.008,random_forest,200,12,0.48,0.05,0.5485902587988788,False,0.6442141334782063,0.48008998875140607,0.025117998093197896,0.04773835622567223,0.5691590281820633,0.40507573985110534,0.48008998875140607,2134,2311,1196448,430187,35.95534448634625
21,9,0.01,0.005,random_forest,200,12,0.48,0.05,0.546528854600362,False,0.6519035479961552,0.4800198560436833,0.023263366813014975,0.04437611858106558,0.5696843719521193,0.39753039637064297,0.4800198560436833,1934,2095,1196448,422750,35.33375458022413
30,9,0.015,0.005,xgboost,200,12,0.48,0.05,0.7914736866950989,False,0.7036555666317557,0.48035952063914783,0.020515518148342977,0.03935043154579294,0.578310159524298,0.3563740245447449,0.48035952063914783,1443,1561,1188735,356148,29.960251864376836
30,9,0.008,0.005,random_forest,200,8,0.48,0.05,0.5494849228190986,False,0.627928007503775,0.4807517429524098,0.017954987999818865,0.034617105564710635,0.570415596236271,0.4202991206874993,0.4807517429524098,1586,1713,1188735,450137,37.86689211640946
30,9,0.015,0.008,random_forest,200,8,0.48,0.05,0.5430229680089501,False,0.6444581845407092,0.4823431657665143,0.013748756572403013,0.026735443460639486,0.5595862144180043,0.3962405060082212,0.4823431657665143,1161,1246,1188735,427784,35.98648984004004
21,9,0.015,0.008,random_forest,200,8,0.48,0.05,0.5465396923827561,False,0.6446529315892849,0.4809119830328738,0.010675737708777175,0.02088778858886522,0.5604185461683843,0.39589236218779295,0.4809119830328738,907,979,1196448,430187,35.95534448634625
21,9,0.01,0.005,random_forest,200,8,0.48,0.05,0.5395955670212444,False,0.6522754816331647,0.48032786885245904,0.010573164130630901,0.020690872712293296,0.5634497064815035,0.3908791503644439,0.48032786885245904,879,951,1196448,422750,35.33375458022413
30,9,0.01,0.005,random_forest,200,8,0.48,0.05,0.5382323283078927,False,0.6520166395369867,0.48031496062992124,0.00959270325522881,0.018809744064138142,0.5628718841739384,0.3907525241997651,0.48031496062992124,793,858,1188735,420475,35.371634552696776
21,9,0.015,0.005,xgboost,200,12,0.48,0.05,0.8059556484222412,False,0.7041038070959923,0.48008689355539463,0.009371024734982332,0.01838321942022154,0.5739409555605595,0.3510333230367702,0.48008689355539463,663,718,1196448,358103,29.930510979164993
30,9,0.015,0.005,xgboost,200,8,0.48,0.05,0.7921647429466248,False,0.7039331726583301,0.4801829268292683,0.008956879025264085,0.01758573043587489,0.5832043850906327,0.35732540910419497,0.4801829268292683,630,682,1188735,356148,29.960251864376836
21,9,0.008,0.005,random_forest,200,8,0.48,0.05,0.5504421352308106,False,0.6285260562497388,0.4803738317757009,0.008679793306089366,0.01705148619957537,0.5701103441010115,0.41846854882607126,0.4803738317757009,771,834,1196448,452568,37.82596485597368
21,9,0.015,0.005,random_forest,200,12,0.48,0.05,0.560192093249486,False,0.7041748505996908,0.4802904564315353,0.00654416961130742,0.012912402041442396,0.5733157397075948,0.34595009548566247,0.4802904564315353,463,501,1196448,358103,29.930510979164993
30,9,0.015,0.005,random_forest,200,12,0.48,0.05,0.561263726409647,False,0.7040172956966859,0.48081534772182255,0.005701124585922061,0.01126863469671636,0.5744083806853533,0.34740247253736317,0.48081534772182255,401,433,1188735,356148,29.960251864376836
21,9,0.015,0.005,xgboost,200,8,0.48,0.05,0.7997316718101501,False,0.7042166408959839,0.4801699716713881,0.004791519434628975,0.009488356471115091,0.5802587238729962,0.3543306124157331,0.4801699716713881,339,367,1196448,358103,29.930510979164993
30,9,0.015,0.005,random_forest,200,8,0.48,0.05,0.5483537673444904,False,0.7040551510639461,0.48092868988391374,0.0041230078052802936,0.00817592331547787,0.5687803429305494,0.34130754964139215,0.48092868988391374,290,313,1188735,356148,29.960251864376836
21,9,0.015,0.005,random_forest,200,8,0.48,0.05,0.553322626435501,False,0.7043169376070877,0.4883720930232558,0.0011872791519434629,0.002368799526240095,0.5682915186379301,0.34070896914929505,0.4883720930232558,84,88,1196448,358103,29.930510979164993
