window_size,horizon,buy_threshold,classifier,n_estimators,max_depth,min_precision,threshold,met_precision_req,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
18,6,0.002,random_forest,150,10,0.52,0.5160005128542289,True,0.5282040324773707,0.5200295821521016,0.17140651661655967,0.25782992636049745,0.5204914739616602,0.4983885503801953,0.5200295821521016,4219,3894,257409,123885,48.12768784308241
18,6,0.002,random_forest,150,8,0.52,0.5148244847309101,True,0.5280874868886213,0.5200100363818844,0.16840009750548468,0.25441153905171093,0.5194804990179834,0.4971150549174391,0.5200100363818844,4145,3826,257409,123885,48.12768784308241
18,6,0.002,random_forest,100,10,0.52,0.5174402614121373,True,0.5280292140942465,0.5200405885337392,0.1665718696676688,0.2523232198904548,0.5209505269020795,0.4985635045451009,0.5200405885337392,4100,3784,257409,123885,48.12768784308241
18,6,0.002,random_forest,100,8,0.52,0.5173454034067094,True,0.5274464861504992,0.5201692524682652,0.14983342813033232,0.2326520312894272,0.518642394171184,0.49669758874915715,0.5201692524682652,3688,3402,257409,123885,48.12768784308241
18,6,0.002,random_forest,150,12,0.52,0.5219970116935528,True,0.5270385765898761,0.5200848870698802,0.13939221581213943,0.21985838326231136,0.5197206004070422,0.49688200492486206,0.5200848870698802,3431,3166,257409,123885,48.12768784308241
15,6,0.002,random_forest,150,8,0.52,0.519255647745602,True,0.5267248062015504,0.5200997195387971,0.13525669597633616,0.21468308840081038,0.5207408754498922,0.49864052224352573,0.5200997195387971,3338,3080,257996,124169,48.12826555450472
15,6,0.002,random_forest,100,8,0.52,0.5202962584680138,True,0.526453488372093,0.5200657894736842,0.12812512662587625,0.20559836145518384,0.5198026912049735,0.49805940875195365,0.5200657894736842,3162,2918,257996,124169,48.12826555450472
18,5,0.002,random_forest,150,10,0.52,0.5221639349928625,True,0.5295831552775727,0.5202601300650325,0.1275499775152283,0.20487228314400158,0.5144749888685134,0.48999164828404057,0.5202601300650325,3120,2877,257409,122897,47.74386287969729
15,6,0.002,random_forest,150,10,0.52,0.5227739704710458,True,0.5260658914728682,0.5200429491768075,0.11775193484338911,0.19202431691280933,0.5199335222964246,0.49733819222001896,0.5200429491768075,2906,2682,257996,124169,48.12826555450472
12,6,0.002,random_forest,150,10,0.52,0.5198163183104162,True,0.5261132702979678,0.5200788813194693,0.11729742843279961,0.19142197294622237,0.5182185723189014,0.49481702053100474,0.5200788813194693,2901,2677,258581,124390,48.10484915751737
