window_size,horizon,take_profit,stop_loss,classifier,n_estimators,max_depth,min_precision,min_recall,threshold,met_constraints,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
30,9,0.01,0.008,xgboost,200,8,0.48,0.1,0.7945737838745117,True,0.5662417487104429,0.4800097711912711,0.47116652679534826,0.47554704043561563,0.5834911425787905,0.4843748769684425,0.4800097711912711,47160,51088,1199055,508251,42.38763025882883
30,9,0.01,0.008,xgboost,200,8,0.48,0.05,0.7945737838745117,True,0.5662417487104429,0.4800097711912711,0.47116652679534826,0.47554704043561563,0.5834911425787905,0.4843748769684425,0.4800097711912711,47160,51088,1199055,508251,42.38763025882883
30,9,0.01,0.008,xgboost,100,12,0.48,0.05,0.7896409630775452,True,0.5673175959401362,0.48002699349108563,0.4406146345362267,0.45947719908733836,0.5798071441005357,0.4818102654745698,0.48002699349108563,44102,47772,1199055,508251,42.38763025882883
30,9,0.01,0.008,xgboost,100,12,0.48,0.1,0.7896409630775452,True,0.5673175959401362,0.48002699349108563,0.4406146345362267,0.45947719908733836,0.5798071441005357,0.4818102654745698,0.48002699349108563,44102,47772,1199055,508251,42.38763025882883
30,9,0.01,0.008,xgboost,200,12,0.48,0.1,0.7752170562744141,True,0.5674677141582329,0.48000132077133045,0.4357091475842225,0.4567840459182605,0.5807347309828446,0.48324624779738784,0.48000132077133045,43611,47245,1199055,508251,42.38763025882883
30,9,0.01,0.008,xgboost,200,12,0.48,0.05,0.7752170562744141,True,0.5674677141582329,0.48000132077133045,0.4357091475842225,0.4567840459182605,0.5807347309828446,0.48324624779738784,0.48000132077133045,43611,47245,1199055,508251,42.38763025882883
30,9,0.01,0.008,xgboost,100,8,0.48,0.1,0.8000025749206543,True,0.5675677929702975,0.4800017726960491,0.4328417855572873,0.45520357236669295,0.580928225160244,0.4804621294471055,0.4800017726960491,43324,46934,1199055,508251,42.38763025882883
30,9,0.01,0.008,xgboost,100,8,0.48,0.05,0.8000025749206543,True,0.5675677929702975,0.4800017726960491,0.4328417855572873,0.45520357236669295,0.580928225160244,0.4804621294471055,0.4800017726960491,43324,46934,1199055,508251,42.38763025882883
21,9,0.01,0.008,xgboost,200,8,0.48,0.1,0.7992116212844849,True,0.5681303570987476,0.48000448455630923,0.42249962994029705,0.449420038839028,0.5798076968604529,0.47804561649300004,0.48000448455630923,42814,46381,1214507,514774,42.38542882008914
21,9,0.01,0.008,xgboost,200,8,0.48,0.05,0.7992116212844849,True,0.5681303570987476,0.48000448455630923,0.42249962994029705,0.449420038839028,0.5798076968604529,0.47804561649300004,0.48000448455630923,42814,46381,1214507,514774,42.38542882008914
21,9,0.01,0.008,xgboost,100,8,0.48,0.05,0.8024570345878601,True,0.5690401890474348,0.4800109921621105,0.3964572951102778,0.4342515578470635,0.5783835851077171,0.47562531911047606,0.4800109921621105,40175,43521,1214507,514774,42.38542882008914
21,9,0.01,0.008,xgboost,100,8,0.48,0.1,0.8024570345878601,True,0.5690401890474348,0.4800109921621105,0.3964572951102778,0.4342515578470635,0.5783835851077171,0.47562531911047606,0.4800109921621105,40175,43521,1214507,514774,42.38542882008914
30,6,0.01,0.008,xgboost,200,8,0.48,0.1,0.7975059747695923,True,0.5778508909099249,0.4800046742319977,0.3766351522066914,0.4220831858609154,0.583992105484396,0.47582477897445863,0.4800046742319977,36969,40049,1199055,497710,41.50852129385224
30,6,0.01,0.008,xgboost,200,8,0.48,0.05,0.7975059747695923,True,0.5778508909099249,0.4800046742319977,0.3766351522066914,0.4220831858609154,0.583992105484396,0.47582477897445863,0.4800046742319977,36969,40049,1199055,497710,41.50852129385224
21,9,0.01,0.008,xgboost,100,12,0.48,0.1,0.7977707982063293,True,0.5697935793035874,0.48000252892457484,0.37460897024719986,0.42080700587518016,0.5753521556606938,0.47589863095652335,0.48000252892457484,37961,41124,1214507,514774,42.38542882008914
21,9,0.01,0.008,xgboost,100,12,0.48,0.05,0.7977707982063293,True,0.5697935793035874,0.48000252892457484,0.37460897024719986,0.42080700587518016,0.5753521556606938,0.47589863095652335,0.48000252892457484,37961,41124,1214507,514774,42.38542882008914
30,6,0.01,0.008,xgboost,200,12,0.48,0.05,0.7803424596786499,True,0.5779217800684706,0.4800052222729943,0.3745670157708138,0.42078156920418197,0.5823725465247083,0.47643129235480386,0.4800052222729943,36766,39829,1199055,497710,41.50852129385224
30,6,0.01,0.008,xgboost,200,12,0.48,0.1,0.7803424596786499,True,0.5779217800684706,0.4800052222729943,0.3745670157708138,0.42078156920418197,0.5823725465247083,0.47643129235480386,0.4800052222729943,36766,39829,1199055,497710,41.50852129385224
30,6,0.01,0.008,xgboost,100,12,0.48,0.05,0.7935102581977844,True,0.5783804746237662,0.4800157004994383,0.3613126044256082,0.4122902365161388,0.5801940534865986,0.47400893906040975,0.4800157004994383,35465,38418,1199055,497710,41.50852129385224
30,6,0.01,0.008,xgboost,100,12,0.48,0.1,0.7935102581977844,True,0.5783804746237662,0.4800157004994383,0.3613126044256082,0.4122902365161388,0.5801940534865986,0.47400893906040975,0.4800157004994383,35465,38418,1199055,497710,41.50852129385224
15,9,0.01,0.008,xgboost,200,8,0.48,0.05,0.8035832643508911,True,0.5716589306781952,0.48001306762495916,0.3605976420234227,0.4118234001524732,0.5767480737542885,0.4731344642349045,0.48001306762495916,36733,39792,1224791,517440,42.24720789097895
15,9,0.01,0.008,xgboost,200,8,0.48,0.1,0.8035832643508911,True,0.5716589306781952,0.48001306762495916,0.3605976420234227,0.4118234001524732,0.5767480737542885,0.4731344642349045,0.48001306762495916,36733,39792,1224791,517440,42.24720789097895
21,9,0.01,0.008,xgboost,200,12,0.48,0.05,0.7911942601203918,True,0.5705840215395509,0.4800043073858206,0.3519021068732422,0.40609021443294274,0.5748315224609405,0.4753790724434066,0.4800043073858206,35660,38631,1214507,514774,42.38542882008914
21,9,0.01,0.008,xgboost,200,12,0.48,0.1,0.7911942601203918,True,0.5705840215395509,0.4800043073858206,0.3519021068732422,0.40609021443294274,0.5748315224609405,0.4753790724434066,0.4800043073858206,35660,38631,1214507,514774,42.38542882008914
30,6,0.01,0.008,xgboost,100,8,0.48,0.1,0.8001503348350525,True,0.5787474302680027,0.4800122786699968,0.3504829047638453,0.40514647431179157,0.5822280480092868,0.4733869379284417,0.4800122786699968,34402,37267,1199055,497710,41.50852129385224
30,6,0.01,0.008,xgboost,100,8,0.48,0.05,0.8001503348350525,True,0.5787474302680027,0.4800122786699968,0.3504829047638453,0.40514647431179157,0.5822280480092868,0.4733869379284417,0.4800122786699968,34402,37267,1199055,497710,41.50852129385224
15,9,0.01,0.008,xgboost,100,8,0.48,0.05,0.8057870864868164,True,0.5727978967908915,0.4800005755230065,0.3274956561006018,0.38934696473691277,0.5758523235476767,0.47182071600056297,0.4800005755230065,33361,36141,1224791,517440,42.24720789097895
15,9,0.01,0.008,xgboost,100,8,0.48,0.1,0.8057870864868164,True,0.5727978967908915,0.4800005755230065,0.3274956561006018,0.38934696473691277,0.5758523235476767,0.47182071600056297,0.4800005755230065,33361,36141,1224791,517440,42.24720789097895
21,6,0.01,0.008,xgboost,200,8,0.48,0.1,0.8017376065254211,True,0.5798881853587043,0.4800077959850677,0.32217067992231757,0.3855611753371869,0.5811027544855172,0.4706040797581686,0.4800077959850677,32017,34684,1214507,504144,41.510176557236804
21,6,0.01,0.008,xgboost,200,8,0.48,0.05,0.8017376065254211,True,0.5798881853587043,0.4800077959850677,0.32217067992231757,0.3855611753371869,0.5811027544855172,0.4706040797581686,0.4800077959850677,32017,34684,1214507,504144,41.510176557236804
21,6,0.01,0.008,xgboost,100,12,0.48,0.1,0.7992652654647827,True,0.5801846011971906,0.480001233064628,0.3133660028778716,0.3791839666865541,0.577035278427782,0.46776902560456957,0.480001233064628,31142,33737,1214507,504144,41.510176557236804
21,6,0.01,0.008,xgboost,100,12,0.48,0.05,0.7992652654647827,True,0.5801846011971906,0.480001233064628,0.3133660028778716,0.3791839666865541,0.577035278427782,0.46776902560456957,0.480001233064628,31142,33737,1214507,504144,41.510176557236804
21,6,0.01,0.008,xgboost,200,12,0.48,0.05,0.7920660376548767,True,0.5802175362903558,0.48000494659226167,0.3124603789533,0.37852136283293714,0.5768834544178736,0.46919571889836337,0.48000494659226167,31052,33639,1214507,504144,41.510176557236804
21,6,0.01,0.008,xgboost,200,12,0.48,0.1,0.7920660376548767,True,0.5802175362903558,0.48000494659226167,0.3124603789533,0.37852136283293714,0.5768834544178736,0.46919571889836337,0.48000494659226167,31052,33639,1214507,504144,41.510176557236804
21,9,0.01,0.008,random_forest,200,12,0.48,0.05,0.5294808247558285,True,0.5720908020518563,0.4800294383710768,0.30895544481176296,0.37594562789692354,0.5732490159783645,0.47171133944004023,0.4800294383710768,31308,33913,1214507,514774,42.38542882008914
21,9,0.01,0.008,random_forest,200,12,0.48,0.1,0.5294808247558285,True,0.5720908020518563,0.4800294383710768,0.30895544481176296,0.37594562789692354,0.5732490159783645,0.4717113394400403,0.4800294383710768,31308,33913,1214507,514774,42.38542882008914
