window_size,horizon,take_profit,stop_loss,classifier,n_estimators,max_depth,min_precision,threshold,met_constraints,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
21,6,0.008,0.005,xgboost,200,8,0.4,0.6885764002799988,True,0.4722991922818039,0.40000069756410617,0.8766960975423308,0.5493536944916138,0.6004212232972741,0.44900576123648844,0.40000069756410617,114685,172027,1782798,667500,37.441145884166346
21,6,0.008,0.005,xgboost,200,12,0.4,0.6136469841003418,True,0.47563102984070005,0.4,0.858525398463479,0.5457341739859324,0.6015083396138666,0.4553598024428729,0.4,112308,168462,1782798,667500,37.441145884166346
21,6,0.008,0.005,random_forest,200,12,0.4,0.46756125139671767,True,0.4810438635853713,0.4000007376752901,0.8290257233497688,0.5396318328494266,0.5833276315722382,0.4295920185745474,0.4000007376752901,108449,162673,1782798,667500,37.441145884166346
21,6,0.008,0.005,random_forest,200,8,0.35,0.0007493072515187062,True,0.36688074938299303,0.36688074938299303,1.0,0.5368145678379072,0.5750801523086437,0.4178740725200854,0.36688074938299303,130815,225745,1782798,667500,37.441145884166346
21,6,0.008,0.005,random_forest,200,12,0.35,4.7968102873608705e-05,True,0.36688074938299303,0.36688074938299303,1.0,0.5368145678379072,0.5833276315722382,0.4295920185745474,0.36688074938299303,130815,225745,1782798,667500,37.441145884166346
21,6,0.008,0.005,xgboost,200,8,0.35,8.976104436442256e-05,True,0.36688074938299303,0.36688074938299303,1.0,0.5368145678379072,0.6004212232972741,0.44900576123648844,0.36688074938299303,130815,225745,1782798,667500,37.441145884166346
21,6,0.008,0.005,xgboost,200,12,0.35,3.121152622043155e-05,True,0.36688074938299303,0.36688074938299303,1.0,0.5368145678379072,0.6015083396138666,0.4553598024428729,0.36688074938299303,130815,225745,1782798,667500,37.441145884166346
21,6,0.008,0.005,random_forest,200,8,0.4,0.47898552762799534,True,0.4904812654251739,0.4,0.7775713794289646,0.5282542650151905,0.5750801523086437,0.4178740725200854,0.4,101718,152577,1782798,667500,37.441145884166346
21,6,0.01,0.005,random_forest,200,12,0.35,0.07176018035310226,True,0.36984799192281803,0.350000868151012,0.9994050520992571,0.5184394563859223,0.5802324134709567,0.3985720503315866,0.350000868151012,120947,224615,1782798,617649,34.64492331716773
21,6,0.01,0.005,random_forest,200,8,0.35,0.08870525546068242,True,0.3698648193852367,0.35000086820126064,0.9993472099422405,0.51843167345749,0.5708194792558511,0.3883383373478001,0.35000086820126064,120940,224602,1782798,617649,34.64492331716773
21,6,0.01,0.005,random_forest,200,8,0.4,0.5241386498032146,True,0.6162861790442001,0.4,0.26108297044265777,0.3159457824397902,0.5708194792558511,0.3883383373478001,0.4,31596,47394,1782798,617649,34.64492331716773
