window_size,horizon,take_profit,stop_loss,classifier,n_estimators,max_depth,min_precision,threshold,met_constraints,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
30,12,0.01,0.008,xgboost,200,12,0.4,0.0006271264865063131,True,0.44470808167960885,0.44470808167960885,1.0,0.6156372866172298,0.5493872915639758,0.49340823549280355,0.44470808167960885,24740,30892,278156,120945,43.48099627547132
30,12,0.01,0.008,xgboost,200,12,0.35,0.0006271264865063131,True,0.44470808167960885,0.44470808167960885,1.0,0.6156372866172298,0.5493872915639758,0.49340823549280355,0.44470808167960885,24740,30892,278156,120945,43.48099627547132
30,12,0.01,0.008,xgboost,200,8,0.4,0.007972910068929195,True,0.44470808167960885,0.44470808167960885,1.0,0.6156372866172298,0.5533715976990692,0.49510019300729396,0.44470808167960885,24740,30892,278156,120945,43.48099627547132
30,12,0.01,0.008,xgboost,200,8,0.35,0.007972910068929195,True,0.44470808167960885,0.44470808167960885,1.0,0.6156372866172298,0.5533715976990692,0.49510019300729396,0.44470808167960885,24740,30892,278156,120945,43.48099627547132
30,12,0.01,0.008,random_forest,200,12,0.4,0.013467488455718539,True,0.44470808167960885,0.44470808167960885,1.0,0.6156372866172298,0.5500603217656297,0.49267125522688604,0.44470808167960885,24740,30892,278156,120945,43.48099627547132
30,12,0.01,0.008,random_forest,200,12,0.35,0.013467488455718539,True,0.44470808167960885,0.44470808167960885,1.0,0.6156372866172298,0.5500603217656297,0.49267125522688604,0.44470808167960885,24740,30892,278156,120945,43.48099627547132
30,12,0.01,0.008,random_forest,200,8,0.4,0.019550953504413,True,0.44470808167960885,0.44470808167960885,1.0,0.6156372866172298,0.5435908863287866,0.4836955996550511,0.44470808167960885,24740,30892,278156,120945,43.48099627547132
30,12,0.01,0.008,random_forest,200,8,0.35,0.019550953504413,True,0.44470808167960885,0.44470808167960885,1.0,0.6156372866172298,0.5435908863287866,0.4836955996550511,0.44470808167960885,24740,30892,278156,120945,43.48099627547132
21,12,0.01,0.008,xgboost,200,12,0.35,0.0017590791685506701,True,0.4443432286643089,0.4443432286643089,1.0,0.6152875851749255,0.5442370438577603,0.4861572053769927,0.4443432286643089,24877,31109,279929,121595,43.437800299361626
21,12,0.01,0.008,random_forest,200,8,0.35,0.011661512355721222,True,0.4443432286643089,0.4443432286643089,1.0,0.6152875851749255,0.5421367409050193,0.4816218698013384,0.4443432286643089,24877,31109,279929,121595,43.437800299361626
21,12,0.01,0.008,xgboost,200,12,0.4,0.0017590791685506701,True,0.4443432286643089,0.4443432286643089,1.0,0.6152875851749255,0.5442370438577603,0.4861572053769927,0.4443432286643089,24877,31109,279929,121595,43.437800299361626
21,12,0.01,0.008,xgboost,200,8,0.4,0.006791749503463507,True,0.4443432286643089,0.4443432286643089,1.0,0.6152875851749255,0.5467749170594499,0.48949860655447386,0.4443432286643089,24877,31109,279929,121595,43.437800299361626
21,12,0.01,0.008,xgboost,200,8,0.35,0.006791749503463507,True,0.4443432286643089,0.4443432286643089,1.0,0.6152875851749255,0.5467749170594499,0.48949860655447386,0.4443432286643089,24877,31109,279929,121595,43.437800299361626
21,12,0.01,0.008,random_forest,200,12,0.35,0.0060949825591972455,True,0.4443432286643089,0.4443432286643089,1.0,0.6152875851749255,0.5481279612560298,0.48935060636747874,0.4443432286643089,24877,31109,279929,121595,43.437800299361626
21,12,0.01,0.008,random_forest,200,8,0.4,0.011661512355721222,True,0.4443432286643089,0.4443432286643089,1.0,0.6152875851749255,0.5421367409050193,0.4816218698013384,0.4443432286643089,24877,31109,279929,121595,43.437800299361626
21,12,0.01,0.008,random_forest,200,12,0.4,0.0060949825591972455,True,0.4443432286643089,0.4443432286643089,1.0,0.6152875851749255,0.5481279612560298,0.48935060636747874,0.4443432286643089,24877,31109,279929,121595,43.437800299361626
30,9,0.01,0.008,xgboost,200,12,0.4,0.00043548792018555105,True,0.43883016968651134,0.43883016968651134,1.0,0.6099818851895809,0.5527877178922889,0.4886493294767934,0.43883016968651134,24413,31219,278156,119585,42.9920620083694
30,9,0.01,0.008,random_forest,200,8,0.35,0.008852303911640684,True,0.43883016968651134,0.43883016968651134,1.0,0.6099818851895809,0.5395389298235626,0.4730237213691682,0.43883016968651134,24413,31219,278156,119585,42.9920620083694
30,9,0.01,0.008,random_forest,200,8,0.4,0.00885230391164068,True,0.43883016968651134,0.43883016968651134,1.0,0.6099818851895809,0.5395389298235626,0.4730237213691682,0.43883016968651134,24413,31219,278156,119585,42.9920620083694
30,9,0.01,0.008,random_forest,200,12,0.35,0.002081178338545981,True,0.43883016968651134,0.43883016968651134,1.0,0.6099818851895809,0.5475715197888217,0.48129862758705655,0.43883016968651134,24413,31219,278156,119585,42.9920620083694
30,9,0.01,0.008,random_forest,200,12,0.4,0.002081178338545981,True,0.43883016968651134,0.43883016968651134,1.0,0.6099818851895809,0.5475715197888217,0.48129862758705655,0.43883016968651134,24413,31219,278156,119585,42.9920620083694
30,9,0.01,0.008,xgboost,200,8,0.35,0.006878911983221769,True,0.43883016968651134,0.43883016968651134,1.0,0.6099818851895809,0.550361479170633,0.4857533010535589,0.43883016968651134,24413,31219,278156,119585,42.9920620083694
30,9,0.01,0.008,xgboost,200,12,0.35,0.00043548792018555105,True,0.43883016968651134,0.43883016968651134,1.0,0.6099818851895809,0.5527877178922889,0.4886493294767934,0.43883016968651134,24413,31219,278156,119585,42.9920620083694
30,9,0.01,0.008,xgboost,200,8,0.4,0.006878911983221769,True,0.43883016968651134,0.43883016968651134,1.0,0.6099818851895809,0.550361479170633,0.4857533010535589,0.43883016968651134,24413,31219,278156,119585,42.9920620083694
