window_size,horizon,buy_threshold,classifier,n_estimators,max_depth,min_precision,threshold,met_precision_req,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
30,12,0.002,xgboost,200,5.0,0.5,0.8159956932067871,True,0.5118296851672065,0.5000027298387757,0.7652539398699801,0.6048244093318144,0.5280988214232955,0.510627263416649,0.5000027298387757,91581,91580,1225726,603496,49.23579984433715
30,12,0.002,xgboost,100,5.0,0.5,0.8189325928688049,True,0.5118500811761154,0.5000165692761436,0.7564884603171951,0.6020775973291834,0.5292035046275422,0.5127724852153192,0.5000165692761436,90532,90526,1225726,603496,49.23579984433715
30,12,0.002,xgboost,100,,0.5,0.8177750706672668,True,0.511858239579679,0.5000223132105363,0.7490098099837893,0.5996989362413863,0.5296197590120572,0.513374803582078,0.5000223132105363,89637,89629,1225726,603496,49.23579984433715
30,12,0.002,xgboost,200,,0.5,0.8144371509552002,True,0.5118378435707701,0.5000083689011633,0.748859401373732,0.5996406933213787,0.5291295533413358,0.512083201254715,0.5000083689011633,89619,89616,1225726,603496,49.23579984433715
30,12,0.002,xgboost,200,10.0,0.5,0.7961204648017883,True,0.5118419227725519,0.5000120542925336,0.6932165716864147,0.5809727231345635,0.5256736942973537,0.5084409897241504,0.5000120542925336,82960,82956,1225726,603496,49.23579984433715
30,12,0.002,xgboost,100,10.0,0.5,0.8089430332183838,True,0.5118256059654247,0.5,0.6906011330781958,0.5800440751242245,0.5255963812711987,0.5090757969328317,0.5,82647,82647,1225726,603496,49.23579984433715
30,12,0.002,random_forest,200,,0.5,0.4801199773701505,True,0.5118337643689883,0.5000060801361951,0.6871668031485536,0.5788332676389436,0.5245810576220589,0.5103958192496842,0.5000060801361951,82236,82234,1225726,603496,49.23579984433715
30,12,0.002,random_forest,200,10.0,0.5,0.4930546376099825,True,0.5118256059654247,0.5,0.6670705416381169,0.5715768823209325,0.5249478169972275,0.511040845200621,0.5,79831,79831,1225726,603496,49.23579984433715
30,12,0.002,random_forest,100,10.0,0.5,0.49378222538941086,True,0.5118296851672065,0.5000032442042291,0.6439243277570734,0.5629102065413905,0.5238316690203894,0.5097014609618609,0.5000032442042291,77061,77060,1225726,603496,49.23579984433715
20,12,0.002,xgboost,200,5.0,0.5,0.8231086134910583,True,0.513817660355346,0.5000034747076033,0.5994800823202993,0.545241667803392,0.5262380655010281,0.509493466079547,0.5000034747076033,71949,71948,1234287,605306,49.0409442860534
30,12,0.002,random_forest,100,,0.5,0.4871645630300811,True,0.5118337643689883,0.5000069735979581,0.5991276300616676,0.5450979199610753,0.5206172157902214,0.5072873896778192,0.5000069735979581,71700,71698,1225726,603496,49.23579984433715
30,12,0.002,random_forest,200,5.0,0.5,0.4966001503885484,True,0.5118296851672065,0.5000034932545255,0.5980162775540218,0.5446354168648476,0.5206842527633954,0.5079648381044825,0.5000034932545255,71567,71566,1225726,603496,49.23579984433715
15,12,0.002,random_forest,100,10.0,0.5,0.49521173256005424,True,0.5141052036655767,0.500007008887269,0.5926987529390261,0.5424214660183471,0.5228542758357257,0.5059940556989422,0.500007008887269,71339,71337,1238546,607046,49.012794034295055
15,12,0.002,random_forest,200,10.0,0.5,0.49550527204548495,True,0.5141092406443019,0.5000106084287502,0.5873898124839029,0.5401894865525673,0.5224931734061389,0.5059450723391342,0.5000106084287502,70700,70697,1238546,607046,49.012794034295055
30,12,0.002,random_forest,100,5.0,0.5,0.49686936933574927,True,0.5118419227725519,0.5000142338623585,0.5870698731554055,0.5400562678719675,0.5205773976291335,0.5078554017257236,0.5000142338623585,70257,70253,1225726,603496,49.23579984433715
20,12,0.002,xgboost,100,5.0,0.5,0.8243485689163208,True,0.5138338640027871,0.5000177866315677,0.5855739507911247,0.5394245012932987,0.5258732789155501,0.5092675327836965,0.5000177866315677,70280,70275,1234287,605306,49.0409442860534
20,12,0.002,xgboost,200,,0.5,0.8229589462280273,True,0.513817660355346,0.5000035727811243,0.5830243544772078,0.5383319357146704,0.524575931755641,0.5076921812306603,0.5000035727811243,69974,69973,1234287,605306,49.0409442860534
15,12,0.002,random_forest,200,5.0,0.5,0.49647307235651456,True,0.5141011666868516,0.5000035793286611,0.5802946088083547,0.5371653579641151,0.5210400804182711,0.5040901266661036,0.5000035793286611,69846,69845,1238546,607046,49.012794034295055
20,12,0.002,xgboost,100,,0.5,0.8241962194442749,True,0.5138136094434858,0.5,0.5775168931585832,0.5359701521390323,0.5254107957713734,0.5087699408630715,0.5,69313,69313,1234287,605306,49.0409442860534
20,12,0.002,random_forest,100,10.0,0.5,0.49524324021280614,True,0.5138136094434858,0.5,0.5690765628775444,0.5323066491569214,0.5233347594921104,0.5085149169598446,0.5,68300,68300,1234287,605306,49.0409442860534
20,12,0.002,random_forest,200,10.0,0.5,0.49536924548221917,True,0.5138500676502281,0.5000331469736813,0.5656104450128729,0.53080405664287,0.5240068406556359,0.5090904272604357,0.5000331469736813,67884,67875,1234287,605306,49.0409442860534
20,12,0.002,xgboost,200,10.0,0.5,0.8145706057548523,True,0.5138136094434858,0.5,0.5637274098267774,0.5299547653083204,0.5221271655955199,0.5050296153982253,0.5,67658,67658,1234287,605306,49.0409442860534
15,12,0.002,random_forest,100,5.0,0.5,0.4969692693332526,True,0.5140971297081265,0.5,0.5633874197220076,0.5298044807312928,0.5205193178085544,0.5038346431000407,0.5,67811,67811,1238546,607046,49.012794034295055
15,12,0.002,xgboost,100,5.0,0.5,0.8257408738136292,True,0.5141092406443019,0.5000111103704198,0.5608534184093118,0.5286875616747333,0.5244811675006553,0.5071867111669026,0.5000111103704198,67506,67503,1238546,607046,49.012794034295055
30,12,0.003,xgboost,200,5.0,0.5,0.8202304244041443,True,0.5231861829277247,0.5000228944717482,0.5605115702125839,0.5285422153744389,0.5361338941157316,0.5050929901640767,0.5000228944717482,65521,65515,1225726,590951,48.212324777315644
