window_size,horizon,buy_threshold,classifier,n_estimators,max_depth,min_precision,min_recall,threshold,met_constraints,accuracy,precision,recall,f1,roc_auc,pr_auc,win_rate,true_positives,false_positives,total_samples,buy_samples,buy_pct
21,6,0.01,random_forest,100,8,0.48,0.1,0.5668328846949603,False,0.6329194485319454,0.480276134122288,0.016155428268129244,0.0312593606915144,0.5388222249828316,0.39774129661705704,0.480276134122288,1461,1581,1233432,456393,37.00187768762283
21,6,0.01,random_forest,200,8,0.48,0.05,0.5681240487061402,False,0.6329356634115296,0.4803788903924222,0.015702058960125616,0.03041010814862405,0.5390117349519541,0.3979166496496922,0.4803788903924222,1420,1536,1233432,456393,37.00187768762283
21,6,0.01,random_forest,200,8,0.48,0.1,0.5681240487061402,False,0.6329356634115296,0.4803788903924222,0.015702058960125616,0.03041010814862405,0.5390117349519541,0.3979166496496922,0.4803788903924222,1420,1536,1233432,456393,37.00187768762283
15,9,0.01,random_forest,100,12,0.48,0.05,0.5604665056630036,False,0.607504743450002,0.48030203545633615,0.015066165490963391,0.029215884015137143,0.5376739473533503,0.42099467157876047,0.48030203545633615,1463,1583,1238546,491280,39.66586626576647
15,9,0.01,random_forest,100,12,0.48,0.1,0.5604665056630036,False,0.607504743450002,0.48030203545633615,0.015066165490963391,0.029215884015137143,0.5376739473533503,0.42099467157876047,0.48030203545633615,1463,1583,1238546,491280,39.66586626576647
30,6,0.01,xgboost,100,8,0.48,0.1,0.8214499950408936,False,0.6318724352018797,0.4801022270901789,0.014589065412265909,0.028317631224764467,0.5444284414647973,0.40271812305706745,0.4801022270901789,1315,1424,1225726,454916,37.11400427175405
30,6,0.01,xgboost,100,8,0.48,0.05,0.8214499950408936,False,0.6318724352018797,0.4801022270901789,0.014589065412265909,0.028317631224764467,0.5444284414647973,0.40271812305706745,0.4801022270901789,1315,1424,1225726,454916,37.11400427175405
30,9,0.015,random_forest,200,12,0.48,0.1,0.5802108859861711,False,0.6540184216752466,0.4800796812749004,0.014223995467208083,0.027629376562034257,0.5503729589816984,0.3867727663529118,0.4800796812749004,1205,1305,1225726,427797,34.90151958920673
30,9,0.015,random_forest,200,12,0.48,0.05,0.5802108859861711,False,0.6540184216752466,0.4800796812749004,0.014223995467208083,0.027629376562034257,0.5503729589816984,0.3867727663529118,0.4800796812749004,1205,1305,1225726,427797,34.90151958920673
30,9,0.015,random_forest,100,8,0.48,0.1,0.5727494926049245,False,0.6540265800788102,0.4802578565672844,0.01407054157420086,0.027340076607261635,0.5464057674518359,0.38418517939186364,0.4802578565672844,1192,1290,1225726,427797,34.90151958920673
30,9,0.015,random_forest,100,8,0.48,0.05,0.5727494926049245,False,0.6540265800788102,0.4802578565672844,0.01407054157420086,0.027340076607261635,0.5464057674518359,0.38418517939186364,0.4802578565672844,1192,1290,1225726,427797,34.90151958920673
15,9,0.005,random_forest,100,8,0.52,0.05,0.5479337841868424,False,0.5564208146623068,0.5201900237529691,0.013936617029400534,0.027145955996281376,0.5317264932505833,0.46813783173341716,0.5201900237529691,1533,1414,1238546,557067,44.97749780791347
15,9,0.005,random_forest,100,8,0.52,0.1,0.5479337841868422,False,0.5564208146623068,0.5201900237529691,0.013936617029400534,0.027145955996281376,0.5317264932505833,0.46813783173341716,0.5201900237529691,1533,1414,1238546,557067,44.97749780791347
30,9,0.015,random_forest,100,12,0.48,0.05,0.5821473439010808,False,0.6540428968859373,0.48011844331641285,0.01339770527409226,0.026067983463481856,0.5495394765961634,0.3861397231494022,0.48011844331641285,1135,1229,1225726,427797,34.90151958920673
30,9,0.015,random_forest,100,12,0.48,0.1,0.5821473439010808,False,0.6540428968859373,0.48011844331641285,0.01339770527409226,0.026067983463481856,0.5495394765961634,0.3861397231494022,0.48011844331641285,1135,1229,1225726,427797,34.90151958920673
15,9,0.01,random_forest,100,8,0.48,0.1,0.554837920988771,False,0.6075572241734286,0.4800893189430592,0.013284588847124247,0.025853775853775855,0.5367264272058176,0.419853692345169,0.4800893189430592,1290,1397,1238546,491280,39.66586626576647
15,9,0.01,random_forest,100,8,0.48,0.05,0.554837920988771,False,0.6075572241734286,0.4800893189430592,0.013284588847124247,0.025853775853775855,0.5367264272058176,0.419853692345169,0.4800893189430592,1290,1397,1238546,491280,39.66586626576647
15,9,0.005,random_forest,200,12,0.52,0.1,0.5553642666406831,False,0.556396592789956,0.5202146690518784,0.013218422153130058,0.025781741774755524,0.5330382033462535,0.4700310283224602,0.5202146690518784,1454,1341,1238546,557067,44.97749780791347
15,9,0.005,random_forest,200,12,0.52,0.05,0.5553642666406831,False,0.556396592789956,0.5202146690518784,0.013218422153130058,0.025781741774755524,0.5330382033462535,0.4700310283224602,0.5202146690518784,1454,1341,1238546,557067,44.97749780791347
15,9,0.005,random_forest,200,8,0.52,0.1,0.5482374120678388,False,0.5563925558112309,0.5204528853177501,0.012954780996018109,0.025280300879931876,0.5317066343837513,0.4684145373376093,0.5204528853177501,1425,1313,1238546,557067,44.97749780791347
15,9,0.005,random_forest,200,8,0.52,0.05,0.5482374120678388,False,0.5563925558112309,0.5204528853177501,0.012954780996018109,0.025280300879931876,0.5317066343837513,0.4684145373376093,0.5204528853177501,1425,1313,1238546,557067,44.97749780791347
15,6,0.005,random_forest,100,12,0.52,0.05,0.5564421325172285,False,0.5713091922005571,0.5200927357032458,0.012662872195305517,0.024723786082308533,0.5330496132910197,0.45525658027727806,0.5200927357032458,1346,1242,1238546,537711,43.414697556651106
15,6,0.005,random_forest,100,12,0.52,0.1,0.5564421325172286,False,0.5713091922005571,0.5200927357032458,0.012662872195305517,0.024723786082308533,0.5330496132910197,0.45525658027727806,0.5200927357032458,1346,1242,1238546,537711,43.414697556651106
15,9,0.005,random_forest,100,12,0.52,0.05,0.5567691091848377,False,0.556364296960155,0.5200764818355641,0.01236386116111202,0.024153516911901825,0.5323196919274764,0.46925941368252977,0.5200764818355641,1360,1255,1238546,557067,44.97749780791347
15,9,0.005,random_forest,100,12,0.52,0.1,0.5567691091848377,False,0.556364296960155,0.5200764818355641,0.01236386116111202,0.024153516911901825,0.5323196919274764,0.46925941368252977,0.5200764818355641,1360,1255,1238546,557067,44.97749780791347
30,9,0.01,random_forest,100,8,0.52,0.05,0.5676407203041284,False,0.6070219379471825,0.5201754385964912,0.012299204596127721,0.024030230272822133,0.5403587994187447,0.4267479028418403,0.5201754385964912,1186,1094,1225726,487954,39.80938643709932
30,9,0.01,random_forest,100,8,0.52,0.1,0.5676407203041283,False,0.6070219379471825,0.5201754385964912,0.012299204596127721,0.024030230272822133,0.5403587994187447,0.4267479028418403,0.5201754385964912,1186,1094,1225726,487954,39.80938643709932
30,9,0.015,random_forest,200,8,0.48,0.1,0.5748286685330181,False,0.6540796097019735,0.4803513638465095,0.012264507294961991,0.023918323185119533,0.5468960352718673,0.3840926350178156,0.4803513638465095,1039,1124,1225726,427797,34.90151958920673
30,9,0.015,random_forest,200,8,0.48,0.05,0.574828668533018,False,0.6540796097019735,0.4803513638465095,0.012264507294961991,0.023918323185119533,0.5468960352718673,0.3840926350178156,0.4803513638465095,1039,1124,1225726,427797,34.90151958920673
21,9,0.005,xgboost,100,12,0.52,0.05,0.8678002953529358,False,0.5562798201769854,0.5201093322920735,0.012157388899537252,0.02375940922550034,0.526634246106156,0.4659111875232574,0.5201093322920735,1332,1229,1233432,554941,44.991616886865266
21,9,0.005,xgboost,100,12,0.52,0.1,0.8678002953529358,False,0.5562798201769854,0.5201093322920735,0.012157388899537252,0.02375940922550034,0.526634246106156,0.4659111875232574,0.5201093322920735,1332,1229,1233432,554941,44.991616886865266
30,9,0.01,random_forest,200,8,0.52,0.05,0.5675865311506054,False,0.6070137795436189,0.5200892857142857,0.012081427786246875,0.023614306418429293,0.5406926697555531,0.42723202844417973,0.5200892857142857,1165,1075,1225726,487954,39.80938643709932
30,9,0.01,random_forest,200,8,0.52,0.1,0.5675865311506054,False,0.6070137795436189,0.5200892857142857,0.012081427786246875,0.023614306418429293,0.5406926697555531,0.42723202844417973,0.5200892857142857,1165,1075,1225726,487954,39.80938643709932
21,9,0.01,xgboost,200,12,0.48,0.05,0.8537377119064331,False,0.6074904636239445,0.4802793755135579,0.012085060632062111,0.02357686683809812,0.5296069912927251,0.4157106329543065,0.4802793755135579,1169,1265,1233432,489437,39.6809066085524
21,9,0.01,xgboost,200,12,0.48,0.1,0.8537377119064331,False,0.6074904636239445,0.4802793755135579,0.012085060632062111,0.02357686683809812,0.5296069912927251,0.4157106329543065,0.4802793755135579,1169,1265,1233432,489437,39.6809066085524
15,6,0.01,xgboost,100,8,0.48,0.05,0.8087454438209534,False,0.6328246740139679,0.4806678383128295,0.012039839322071205,0.023491265930148914,0.5381255978039017,0.39673595319300187,0.4806678383128295,1094,1182,1238546,458524,37.021152222041
15,6,0.01,xgboost,100,8,0.48,0.1,0.8087454438209534,False,0.6328246740139679,0.4806678383128295,0.012039839322071205,0.023491265930148914,0.5381255978039017,0.39673595319300187,0.4806678383128295,1094,1182,1238546,458524,37.021152222041
30,9,0.005,xgboost,100,12,0.52,0.05,0.8748401999473572,False,0.5549101351847471,0.520047637951568,0.011994909030976166,0.02344896717144596,0.5292356995946405,0.4689283071940244,0.520047637951568,1310,1209,1225726,553198,45.13227262862989
30,9,0.005,xgboost,100,12,0.52,0.1,0.8748401999473572,False,0.5549101351847471,0.520047637951568,0.011994909030976166,0.02344896717144596,0.5292356995946405,0.4689283071940244,0.520047637951568,1310,1209,1225726,553198,45.13227262862989
30,6,0.01,random_forest,100,12,0.52,0.1,0.586873530569044,False,0.632663800347548,0.5204819277108433,0.011981894026803941,0.02342453720271985,0.5453045601543802,0.40517171132054414,0.5204819277108433,1080,995,1225726,454916,37.11400427175405
30,6,0.01,random_forest,100,12,0.52,0.05,0.5868735305690439,False,0.632663800347548,0.5204819277108433,0.011981894026803941,0.02342453720271985,0.5453045601543802,0.40517171132054414,0.5204819277108433,1080,995,1225726,454916,37.11400427175405
15,6,0.01,random_forest,100,8,0.48,0.05,0.5565994233512497,False,0.6328166000565177,0.4800708591674048,0.011929785946183899,0.02328103690817521,0.5378417375935252,0.39592129938172094,0.4800708591674048,1084,1174,1238546,458524,37.021152222041
15,6,0.01,random_forest,100,8,0.48,0.1,0.5565994233512497,False,0.6328166000565177,0.4800708591674048,0.011929785946183899,0.02328103690817521,0.5378417375935252,0.39592129938172094,0.4800708591674048,1084,1174,1238546,458524,37.021152222041
15,6,0.01,random_forest,200,12,0.48,0.05,0.563353801818349,False,0.6328206370352428,0.4801958166444148,0.011874759258240247,0.02317638972420311,0.5397610426475566,0.3977025268994155,0.4801958166444148,1079,1168,1238546,458524,37.021152222041
15,6,0.01,random_forest,200,12,0.48,0.1,0.563353801818349,False,0.6328206370352428,0.4801958166444148,0.011874759258240247,0.02317638972420311,0.5397610426475566,0.3977025268994155,0.4801958166444148,1079,1168,1238546,458524,37.021152222041
30,9,0.01,xgboost,100,8,0.52,0.05,0.838974118232727,False,0.6070056211400553,0.520109689213894,0.01180142903068579,0.02307918513035278,0.5429274932214626,0.42803203944765383,0.520109689213894,1138,1050,1225726,487954,39.80938643709932
30,9,0.01,xgboost,100,8,0.52,0.1,0.838974118232727,False,0.6070056211400553,0.520109689213894,0.01180142903068579,0.02307918513035278,0.5429274932214626,0.42803203944765383,0.520109689213894,1138,1050,1225726,487954,39.80938643709932
15,9,0.005,xgboost,100,8,0.52,0.1,0.8492513298988342,False,0.5563400750878043,0.52,0.011700212731140566,0.02288549251820437,0.5302111236340741,0.46801012486350974,0.52,1287,1188,1238546,557067,44.97749780791347
15,9,0.005,xgboost,100,8,0.52,0.05,0.8492513298988342,False,0.5563400750878043,0.52,0.011700212731140566,0.02288549251820437,0.5302111236340741,0.46801012486350974,0.52,1287,1188,1238546,557067,44.97749780791347
30,6,0.01,random_forest,200,8,0.52,0.05,0.5777939390685991,False,0.6326474835404208,0.52,0.011682346676133843,0.022851314547368193,0.5428044308527477,0.4030449688225178,0.52,1053,972,1225726,454916,37.11400427175405
30,6,0.01,random_forest,200,8,0.52,0.1,0.5777939390685992,False,0.6326474835404208,0.52,0.011682346676133843,0.022851314547368193,0.5428044308527477,0.4030449688225178,0.52,1053,972,1225726,454916,37.11400427175405
30,9,0.01,random_forest,100,12,0.52,0.1,0.5794557221980863,False,0.6070015419382735,0.5202231520223152,0.011604392869365024,0.022702373706634207,0.542933765469614,0.42895599383792155,0.5202231520223152,1119,1032,1225726,487954,39.80938643709932
30,9,0.01,random_forest,100,12,0.52,0.05,0.5794557221980862,False,0.6070015419382735,0.5202231520223152,0.011604392869365024,0.022702373706634207,0.542933765469614,0.42895599383792155,0.5202231520223152,1119,1032,1225726,487954,39.80938643709932
30,6,0.01,random_forest,200,12,0.52,0.1,0.5865317638719084,False,0.6326515627422026,0.5204795204795205,0.01156030886660158,0.022618246543228634,0.5462257363761613,0.4059797403046618,0.5204795204795205,1042,960,1225726,454916,37.11400427175405
30,6,0.01,random_forest,200,12,0.52,0.05,0.5865317638719084,False,0.6326515627422026,0.5204795204795205,0.01156030886660158,0.022618246543228634,0.5462257363761613,0.4059797403046618,0.5204795204795205,1042,960,1225726,454916,37.11400427175405
15,9,0.01,random_forest,200,8,0.48,0.05,0.5557602338820488,False,0.6076339267692059,0.48080279232111695,0.01134854023994645,0.022173707455959434,0.5366981647666446,0.41972381210338355,0.48080279232111695,1102,1190,1238546,491280,39.66586626576647
15,9,0.01,random_forest,200,8,0.48,0.1,0.5557602338820488,False,0.6076339267692059,0.48080279232111695,0.01134854023994645,0.022173707455959434,0.5366981647666446,0.41972381210338355,0.48080279232111695,1102,1190,1238546,491280,39.66586626576647
30,6,0.01,random_forest,100,8,0.52,0.1,0.5783186966831212,False,0.632643404338639,0.5205128205128206,0.011260761515931481,0.022044610472818887,0.5425914623822544,0.4027881719673233,0.5205128205128206,1015,935,1225726,454916,37.11400427175405
30,6,0.01,random_forest,100,8,0.52,0.05,0.5783186966831212,False,0.632643404338639,0.5205128205128206,0.011260761515931481,0.022044610472818887,0.5425914623822544,0.4027881719673233,0.5205128205128206,1015,935,1225726,454916,37.11400427175405
15,9,0.01,xgboost,100,8,0.48,0.05,0.8236179947853088,False,0.6076218158330305,0.4800351031154015,0.011266155192832502,0.02201561619576592,0.5339306753767818,0.417957415920379,0.4800351031154015,1094,1185,1238546,491280,39.66586626576647
15,9,0.01,xgboost,100,8,0.48,0.1,0.8236179947853088,False,0.6076218158330305,0.4800351031154015,0.011266155192832502,0.02201561619576592,0.5339306753767818,0.417957415920379,0.4800351031154015,1094,1185,1238546,491280,39.66586626576647
30,9,0.01,random_forest,200,12,0.52,0.05,0.5784262101129077,False,0.6069893043329281,0.5203094777562862,0.011158468925323295,0.021848381168969613,0.5434317761711432,0.4294329295439304,0.5203094777562862,1076,992,1225726,487954,39.80938643709932
30,9,0.01,random_forest,200,12,0.52,0.1,0.5784262101129077,False,0.6069893043329281,0.5203094777562862,0.011158468925323295,0.021848381168969613,0.5434317761711432,0.4294329295439304,0.5203094777562862,1076,992,1225726,487954,39.80938643709932
30,6,0.005,xgboost,100,12,0.52,0.05,0.8676885366439819,False,0.5702560922878611,0.5204731574158326,0.010849772382397573,0.021256433601516193,0.5330309640041941,0.45622126471338403,0.5204731574158326,1144,1054,1225726,533363,43.51404800093985
30,6,0.005,xgboost,100,12,0.52,0.1,0.8676885366439819,False,0.5702560922878611,0.5204731574158326,0.010849772382397573,0.021256433601516193,0.5330309640041941,0.45622126471338403,0.5204731574158326,1144,1054,1225726,533363,43.51404800093985
15,9,0.01,xgboost,200,8,0.48,0.05,0.8317418098449707,False,0.6076541116628316,0.48043375766148044,0.010493795376139231,0.02053897164049745,0.5314354743661202,0.41613474043600995,0.48043375766148044,1019,1102,1238546,491280,39.66586626576647
15,9,0.01,xgboost,200,8,0.48,0.1,0.8317418098449707,False,0.6076541116628316,0.48043375766148044,0.010493795376139231,0.02053897164049745,0.5314354743661202,0.41613474043600995,0.48043375766148044,1019,1102,1238546,491280,39.66586626576647
15,6,0.01,random_forest,100,12,0.48,0.1,0.5656719533688063,False,0.6328731177586694,0.4806910569105691,0.010411049358939085,0.020380683593118825,0.5392817304272326,0.39716281302777695,0.4806910569105691,946,1022,1238546,458524,37.021152222041
15,6,0.01,random_forest,100,12,0.48,0.05,0.5656719533688063,False,0.6328731177586694,0.4806910569105691,0.010411049358939085,0.020380683593118825,0.5392817304272326,0.39716281302777695,0.4806910569105691,946,1022,1238546,458524,37.021152222041
21,9,0.01,xgboost,100,8,0.52,0.1,0.8375739455223083,False,0.6081836497261712,0.520259319286872,0.00995544344625818,0.019537035158548214,0.5379373889617706,0.4233759845414499,0.520259319286872,963,888,1233432,489437,39.6809066085524
21,9,0.01,xgboost,100,8,0.52,0.05,0.8375739455223083,False,0.6081836497261712,0.520259319286872,0.00995544344625818,0.019537035158548214,0.5379373889617706,0.4233759845414499,0.520259319286872,963,888,1233432,489437,39.6809066085524
21,6,0.01,xgboost,100,8,0.48,0.05,0.818124532699585,False,0.6331099733670603,0.48002189381499727,0.009697680076077582,0.01901128320742242,0.539469516533426,0.39706245482926844,0.48002189381499727,877,950,1233432,456393,37.00187768762283
21,6,0.01,xgboost,100,8,0.48,0.1,0.818124532699585,False,0.6331099733670603,0.48002189381499727,0.009697680076077582,0.01901128320742242,0.539469516533426,0.39706245482926844,0.48002189381499727,877,950,1233432,456393,37.00187768762283
30,6,0.015,random_forest,200,12,0.48,0.05,0.5968565660635877,False,0.6869457384578985,0.4801561483409239,0.00962403661828567,0.018869854257223217,0.5525861681443001,0.3537891816009387,0.4801561483409239,738,799,1225726,385821,31.476936933702966
30,6,0.015,random_forest,200,12,0.48,0.1,0.596856566063588,False,0.6869457384578985,0.4801561483409239,0.00962403661828567,0.018869854257223217,0.5525861681443001,0.3537891816009387,0.4801561483409239,738,799,1225726,385821,31.476936933702966
21,6,0.005,xgboost,200,8,0.52,0.1,0.8563786149024963,False,0.5714610011877399,0.5210905349794238,0.00957494068829929,0.018804354888111306,0.5332652175797844,0.4556948087292881,0.5210905349794238,1013,931,1233432,535195,43.390717931754644
21,6,0.005,xgboost,200,8,0.52,0.05,0.8563786149024963,False,0.5714610011877399,0.5210905349794238,0.00957494068829929,0.018804354888111306,0.5332652175797844,0.4556948087292881,0.5210905349794238,1013,931,1233432,535195,43.390717931754644
15,6,0.01,random_forest,200,8,0.48,0.1,0.5574134976590169,False,0.6329013766097452,0.4807370184254606,0.00947559566389699,0.01858487307891556,0.5380580917458571,0.3961799361362281,0.4807370184254606,861,930,1238546,458524,37.021152222041
15,6,0.01,random_forest,200,8,0.48,0.05,0.5574134976590169,False,0.6329013766097452,0.4807370184254606,0.00947559566389699,0.01858487307891556,0.5380580917458571,0.3961799361362281,0.4807370184254606,861,930,1238546,458524,37.021152222041
30,6,0.005,xgboost,200,8,0.52,0.05,0.863756000995636,False,0.5702071418664796,0.5203549060542797,0.009455614567526555,0.01857371735161519,0.5382683668355834,0.4601813565029276,0.5203549060542797,997,919,1225726,533363,43.51404800093985
30,6,0.005,xgboost,200,8,0.52,0.1,0.863756000995636,False,0.5702071418664796,0.5203549060542797,0.009455614567526555,0.01857371735161519,0.5382683668355834,0.4601813565029276,0.5203549060542797,997,919,1225726,533363,43.51404800093985
21,9,0.01,random_forest,100,8,0.52,0.05,0.5776539747716444,False,0.6081593274067948,0.5205479452054794,0.00903536611841085,0.017762422518036784,0.5384128411334229,0.4228934121476672,0.5205479452054794,874,805,1233432,489437,39.6809066085524
21,9,0.01,random_forest,100,8,0.52,0.1,0.5776539747716444,False,0.6081593274067948,0.5205479452054794,0.00903536611841085,0.017762422518036784,0.5384128411334229,0.4228934121476672,0.5205479452054794,874,805,1233432,489437,39.6809066085524
15,9,0.005,xgboost,200,8,0.52,0.05,0.8593297004699707,False,0.5562472245771265,0.520042194092827,0.008963799341806215,0.0176238225463385,0.5276355989315779,0.4651855079230631,0.520042194092827,986,910,1238546,557067,44.97749780791347
15,9,0.005,xgboost,200,8,0.52,0.1,0.8593297004699707,False,0.5562472245771265,0.520042194092827,0.008963799341806215,0.0176238225463385,0.5276355989315779,0.4651855079230631,0.520042194092827,986,910,1238546,557067,44.97749780791347
30,9,0.02,random_forest,100,12,0.48,0.1,0.5974145177953529,False,0.6968296443751887,0.48083875632682577,0.008954058275434912,0.01758073257458593,0.5540125401073227,0.3453741288765967,0.48083875632682577,665,718,1225726,374055,30.517016037842065
30,9,0.02,random_forest,100,12,0.48,0.05,0.597414517795353,False,0.6968296443751887,0.48083875632682577,0.008954058275434912,0.01758073257458593,0.5540125401073227,0.3453741288765967,0.48083875632682577,665,718,1225726,374055,30.517016037842065
21,9,0.01,random_forest,200,12,0.52,0.1,0.5850439975912534,False,0.6081512199670027,0.5202416918429003,0.008900972800860118,0.01750249019169394,0.5405313112933806,0.4247469687992883,0.5202416918429003,861,794,1233432,489437,39.6809066085524
21,9,0.01,random_forest,200,12,0.52,0.05,0.5850439975912533,False,0.6081512199670027,0.5202416918429003,0.008900972800860118,0.01750249019169394,0.5405313112933806,0.4247469687992883,0.5202416918429003,861,794,1233432,489437,39.6809066085524
21,9,0.01,random_forest,100,12,0.52,0.05,0.5864492306812604,False,0.6081552736868988,0.5206060606060606,0.008880296905852313,0.0174627214604446,0.5397586104534915,0.4240629807461143,0.5206060606060606,859,791,1233432,489437,39.6809066085524
21,9,0.01,random_forest,100,12,0.52,0.1,0.5864492306812604,False,0.6081552736868988,0.5206060606060606,0.008880296905852313,0.0174627214604446,0.5397586104534915,0.4240629807461143,0.5206060606060606,859,791,1233432,489437,39.6809066085524
30,9,0.015,random_forest,100,8,0.52,0.05,0.5794963607755562,False,0.6546751731621157,0.5212247738343772,0.008841305066339298,0.01738767077176651,0.5464057674518359,0.38418517939186364,0.5212247738343772,749,688,1225726,427797,34.90151958920673
30,9,0.015,random_forest,100,8,0.52,0.1,0.5794963607755562,False,0.6546751731621157,0.5212247738343772,0.008841305066339298,0.01738767077176651,0.5464057674518359,0.38418517939186364,0.5212247738343772,749,688,1225726,427797,34.90151958920673
21,9,0.01,xgboost,100,12,0.52,0.05,0.8518539667129517,False,0.6081552736868988,0.5208333333333334,0.008787255378317189,0.01728292142370607,0.5322795665387544,0.4188173851882663,0.5208333333333334,850,782,1233432,489437,39.6809066085524
21,9,0.01,xgboost,100,12,0.52,0.1,0.8518539667129517,False,0.6081552736868988,0.5208333333333334,0.008787255378317189,0.01728292142370607,0.5322795665387544,0.4188173851882663,0.5208333333333334,850,782,1233432,489437,39.6809066085524
21,9,0.005,xgboost,200,12,0.52,0.05,0.8830797076225281,False,0.5561582085801036,0.5200219418540867,0.00865255606363462,0.017021887849460435,0.5261348647550639,0.46433680082179146,0.5200219418540867,948,875,1233432,554941,44.991616886865266
21,9,0.005,xgboost,200,12,0.52,0.1,0.8830797076225281,False,0.5561582085801036,0.5200219418540867,0.00865255606363462,0.017021887849460435,0.5261348647550639,0.46433680082179146,0.5200219418540867,948,875,1233432,554941,44.991616886865266
30,9,0.015,random_forest,100,12,0.52,0.05,0.591821019234968,False,0.6546629355567702,0.5207142857142857,0.008605222154020492,0.016930651679130476,0.5495394765961634,0.3861397231494022,0.5207142857142857,729,671,1225726,427797,34.90151958920673
30,9,0.015,random_forest,100,12,0.52,0.1,0.591821019234968,False,0.6546629355567702,0.5207142857142857,0.008605222154020492,0.016930651679130476,0.5495394765961634,0.3861397231494022,0.5207142857142857,729,671,1225726,427797,34.90151958920673
21,9,0.015,xgboost,100,8,0.48,0.1,0.8149824738502502,False,0.6553324658372756,0.4800796812749004,0.00850938621785441,0.016722369349261603,0.5429280420801088,0.37764122535321343,0.4800796812749004,723,783,1233432,429036,34.78391998910357
21,9,0.015,xgboost,100,8,0.48,0.05,0.8149824738502502,False,0.6553324658372756,0.4800796812749004,0.00850938621785441,0.016722369349261603,0.5429280420801088,0.37764122535321343,0.4800796812749004,723,783,1233432,429036,34.78391998910357
21,6,0.01,xgboost,200,8,0.48,0.1,0.8281936645507812,False,0.6331707791655012,0.48099606815203144,0.008116416392064932,0.015963462374945628,0.5364538004386692,0.3948601547278855,0.48099606815203144,734,792,1233432,456393,37.00187768762283
21,6,0.01,xgboost,200,8,0.48,0.05,0.8281936645507812,False,0.6331707791655012,0.48099606815203144,0.008116416392064932,0.015963462374945628,0.5364538004386692,0.3948601547278855,0.48099606815203144,734,792,1233432,456393,37.00187768762283
30,9,0.02,random_forest,200,12,0.48,0.1,0.5973463640588605,False,0.6968500403840976,0.4808,0.00809231432110734,0.015916735083026563,0.5553412358903339,0.3463064294895799,0.4808,601,649,1225726,374055,30.517016037842065
30,9,0.02,random_forest,200,12,0.48,0.05,0.5973463640588603,False,0.6968500403840976,0.4808,0.00809231432110734,0.015916735083026563,0.5553412358903339,0.3463064294895799,0.4808,601,649,1225726,374055,30.517016037842065
21,9,0.015,random_forest,100,8,0.48,0.1,0.5898989283391414,False,0.6553527344367559,0.48020158387329015,0.007850291296416172,0.015448039465456146,0.5438597955158172,0.3779776934824157,0.48020158387329015,667,722,1233432,429036,34.78391998910357
21,9,0.015,random_forest,100,8,0.48,0.05,0.5898989283391414,False,0.6553527344367559,0.48020158387329015,0.007850291296416172,0.015448039465456146,0.5438597955158172,0.3779776934824157,0.48020158387329015,667,722,1233432,429036,34.78391998910357
30,6,0.015,random_forest,100,12,0.48,0.05,0.6011714767649415,False,0.6869987680810619,0.4806763285024155,0.007785297914792066,0.015322425409047161,0.551264858265637,0.3527095229161762,0.4806763285024155,597,645,1225726,385821,31.476936933702966
30,6,0.015,random_forest,100,12,0.48,0.1,0.6011714767649415,False,0.6869987680810619,0.4806763285024155,0.007785297914792066,0.015322425409047161,0.551264858265637,0.3527095229161762,0.4806763285024155,597,645,1225726,385821,31.476936933702966
30,9,0.015,random_forest,200,12,0.52,0.05,0.5927452896671529,False,0.6546343811442977,0.520449077786688,0.0076608905047452665,0.015099519560741249,0.5503729589816984,0.3867727663529118,0.520449077786688,649,598,1225726,427797,34.90151958920673
30,9,0.015,random_forest,200,12,0.52,0.1,0.592745289667153,False,0.6546343811442977,0.520449077786688,0.0076608905047452665,0.015099519560741249,0.5503729589816984,0.3867727663529118,0.520449077786688,649,598,1225726,427797,34.90151958920673
30,9,0.015,xgboost,100,8,0.48,0.05,0.8224434852600098,False,0.6542142233607727,0.4803030303030303,0.007483828320506162,0.014738016644195454,0.5484178306838429,0.3839501253201478,0.4803030303030303,634,686,1225726,427797,34.90151958920673
30,9,0.015,xgboost,100,8,0.48,0.1,0.8224434852600098,False,0.6542142233607727,0.4803030303030303,0.007483828320506162,0.014738016644195454,0.5484178306838429,0.3839501253201478,0.4803030303030303,634,686,1225726,427797,34.90151958920673
21,9,0.015,random_forest,100,12,0.48,0.1,0.5972254616492246,False,0.6553689493163402,0.4803088803088803,0.007320661448831872,0.014421516345930906,0.5452809237823847,0.3792321399764355,0.4803088803088803,622,673,1233432,429036,34.78391998910357
21,9,0.015,random_forest,100,12,0.48,0.05,0.5972254616492245,False,0.6553689493163402,0.4803088803088803,0.007320661448831872,0.014421516345930906,0.5452809237823847,0.3792321399764355,0.4803088803088803,622,673,1233432,429036,34.78391998910357
15,9,0.005,xgboost,100,12,0.52,0.05,0.8680118322372437,False,0.5561947438536999,0.52046783625731,0.007281950580919653,0.014362946824820463,0.5242420994114191,0.46246536138706135,0.52046783625731,801,738,1238546,557067,44.97749780791347
15,9,0.005,xgboost,100,12,0.52,0.1,0.8680118322372437,False,0.5561947438536999,0.52046783625731,0.007281950580919653,0.014362946824820463,0.5242420994114191,0.46246536138706135,0.52046783625731,801,738,1238546,557067,44.97749780791347
